Sl_No,Slide_No,District,Location,Latitude,Longitude,Material_Involved,Movement,History,Elevation_m,Slope_deg,Rainfall_2023_mm,Rainfall_Dates_2023
2994,HP/SOL/53F01/2017/267,Solan,KumarhattiNahan road,30.766811,77.148463,Rock              Slide,,,1753.271240234375,25.956119458335134,,
2995,HP/SHM/53F09/2017/33,Shimla,"Tikiri Dasakna,",30.767306,77.566417,Rock cum debris   Slide,,,2013.759521484375,39.27912483845248,,
2996,HP/SHM/53F09/2017/27,Shimla,Tikiri Dasakna,30.767344,77.560942,Rock cum debris   Slide,,,2109.020263671875,34.90657669458602,,
2997,HP/SHM/53F09/2017/34,Shimla,"Tikiri Dasakna,",30.767381,77.560906,Rock cum debris   Slide,,,2112.207275390625,33.751524361447174,,
2998,HP/SHM/53F09/2017/28,Shimla,Tikiri Dasakna,30.767417,77.561167,Debris            Slide,,,2093.501708984375,32.995546874223244,,
2999,HP/SHM/53F09/2017/38,Shimla,"Tikiri Dasakna,",30.768222,77.569083,Rock cum debris   Slide,,,1992.897705078125,38.3559091612658,,
3000,HP/SHM/53F09/2017/36,Shimla,"Tikiri Dasakna,",30.768283,77.565092,Rock cum debris   Slide,,,2045.7149658203125,39.011789356301314,,
3001,HP/SHM/53F09/2017/32,Shimla,Tikiri Dasakna,30.768611,77.56325,Debris            Slide,,,2044.4586181640625,33.73218925995105,,
3002,HP/SHM/53F09/2017/35,Shimla,"Tikiri Dasakna,",30.768611,77.56325,Debris            Slide,,,2044.4586181640625,33.73218925995105,,
3003,HP/SHM/53F09/2017/29,Shimla,Tikiri Dasakna,30.768731,77.558567,Debris            Slide,,,2212.399658203125,24.96492437452278,,
3004,HP/SHM/53F09/2017/30,Shimla,Tikiri Dasakna,30.768917,77.561056,Debris            Slide,,,2072.579345703125,33.89623022459188,,
3005,HP/SHM/53F09/2017/37,Shimla,"Tikiri Dasakna,",30.769325,77.567106,Debris            Slide,,,2029.3416748046875,19.864650119596995,,
3006,HP/SIR/53F05/2017/49,Sirmur,"Khairi,MDR3",30.769636,77.300794,Rock              Fall,,,805.10498046875,26.99730161370585,,
3007,HP/SHM/53F09/2017/31,Shimla,Tikiri Dasakna,30.769778,77.561889,Rock cum debris   Slide,,,2051.3916015625,32.71286214249059,,
3008,HP/SIR/53F09/2017/24,Sirmur,Haripurdhar,30.771331,77.531839,Rock cum debris   Slide,,,2368.484375,30.56029852237716,,
3009,HP/SHM/53F09/2017/25,Shimla,Haripurdhar,30.771619,77.554289,Debris            Slide,,,2208.73291015625,36.84470178556196,,
3010,HP/SOL/53F01/2017/33,Solan,NainatikkarSarahan road,30.772285,77.122619,Rock              Fall,,,1262.75830078125,37.14641141464062,,
3011,HP/SHM/53F09/2017/50,Shimla,Kot/MDR6,30.773153,77.637481,Rock cum debris   Slide,,,1228.7152099609375,53.3945319273114,,
3012,HP/SHM/53F09/2017/82,Shimla,Kulath link road,30.773192,77.648636,Debris            Slide,,,1030.8338623046875,40.97555555709169,,
3013,HP/SIR/53F05/2017/86,Sirmur,Kathli Barahan,30.7737,77.340817,Debris            Slide,,,944.6858520507812,45.768714468169875,,
3014,HP/SIR/53F05/2017/56,Sirmur,Deva Manal,30.774881,77.445561,Rock cum debris   Slide,,,1472.752197265625,28.099839975584175,,
3015,HP/SOL/53F01/2017/266,Solan,KumarhattiNahan road,30.774996,77.145521,Rock              Slide,,,1730.310546875,24.216519162747915,,
3016,HP/SIR/53F05/2017/13,Sirmur,Kanada Koti,30.776856,77.484003,Debris,Slide,2017,1984.092529296875,37.62103465497664,,
3017,HP/SOL/53F01/2017/319,Solan,KumarhattiNahan road,30.776939,77.143723,Rock              Slide,,,1754.7813720703125,35.03254670354149,,
3018,HP/SIR/53F05/2017/24,Sirmur,Lana Marag,30.776981,77.295697,Debris            Slide,,,819.2621459960938,41.40974839096872,,
3019,HP/SIR/53F05/2017/33,Sirmur,Bhutli,30.778319,77.358242,Rock cum debris   Slide,,,1065.0953369140625,50.505238986640705,,
3020,HP/SIR/53F05/2017/21,Sirmur,Chunar,30.778547,77.295728,Debris            Slide,,,836.6478271484375,47.775935356698,,
3021,HP/SIR/53F05/2017/84,Sirmur,Khairi,30.779231,77.298042,Debris            Slide,,,798.8486328125,33.902517015771046,,
3022,HP/SIR/53F05/2017/42,Sirmur,Chunwin Board,30.782442,77.496183,Debris            Slide,,,1985.6890869140625,25.76303465804441,,
3023,HP/SOL/53F01/2017/318,Solan,KumarhattiNahan road,30.784137,77.141954,Rock              Slide,,,1750.24462890625,27.20310947941812,,
3024,HP/SOL/53F01/2017/265,Solan,KumarhattiNahan road,30.788977,77.134107,Rock              Slide,,,1673.595458984375,22.91656978920496,,
3025,HP/SIR/53F05/2017/28,Sirmur,Rihana,30.790303,77.354767,Soil              Slide,,,1150.401123046875,38.58621345477091,,
3026,HP/SIR/53F05/2017/41,Sirmur,Kathli Barahan,30.790508,77.354406,Debris            Slide,,,1165.1136474609375,40.516255555815114,,
3027,HP/SIR/53F05/2017/6,Sirmur,"Soda Dhayari, link road",30.79053,77.299,Rock cum debris   Slide,,,1019.027587890625,25.61319672725302,,
3028,HP/SOL/53F01/2017/60,Solan,NaragOcchghat road,30.791955,77.186376,Debris            Slide,,,1344.22705078125,27.434619315751146,,
3029,HP/SOL/53F01/2017/317,Solan,KumarhattiNahan road,30.792254,77.128005,Rock              Slide,,,1651.704833984375,32.13295202318381,,
3030,HP/SOL/53F01/2017/369,Solan,NaragDalhan road,30.792495,77.197579,Rock              Slide,,,1351.1517333984375,21.29917334857497,,
3031,HP/SIR/53F05/2017/44,Sirmur,Rihana,30.793361,77.356611,Rock cum debris   Slide,,,1128.3885498046875,19.376503005995623,,
3032,HP/SOL/53F01/2017/264,Solan,KumarhattiNahan road,30.794557,77.124415,Rock              Slide,,,1627.2755126953125,35.8324740603423,,
3033,HP/SOL/53F01/2017/370,Solan,NaragOcchghat road,30.794565,77.19421,Rock              Slide,,,1390.6474609375,31.358870740712916,,
3034,HP/SOL/53F01/2017/64,Solan,NainatikkarDhangiar road,30.79637,77.109587,Debris            Slide,,,1406.4256591796875,34.06736212149132,,
3035,HP/SOL/53F01/2017/22,Solan,KumarhattiNahan road,30.796643,77.125267,Rock              Fall,,,1605.30810546875,13.83742672348873,,
3036,HP/SOL/53B13/2017/198,Solan,,30.797625,76.99224,Rock              Slide,,,935.0791625976562,34.802572653412994,,
3037,HP/SOL/53B13/2017/199,Solan,,30.797745,76.990504,Rock              Slide,,,948.7801513671876,39.23068052083679,,
3038,HP/SOL/53F01/2017/263,Solan,KumarhattiNahan road,30.797923,77.123339,Rock              Slide,,,1596.16357421875,41.75146929169062,,
3039,HP/SOL/53B13/2017/200,Solan,,30.798125,76.991206,Rock              Slide,,,966.3428344726562,38.59920708684256,,
3040,HP/SOL/53F01/2017/371,Solan,NaragOcchghat road,30.798593,77.19351,Rock              Slide,,,1364.6092529296875,31.74767975856586,,
3041,HP/SIR/53F05/2017/45,Sirmur,Lana Chaita,30.798772,77.360256,Rock cum debris   Slide,,,1175.52099609375,39.03374657525584,,
3042,HP/SOL/53B13/2017/197,Solan,,30.798874,76.989274,Rock              Slide,,,1017.5048217773438,36.7334409443441,,
3043,HP/SOL/53F01/2017/372,Solan,NaragOcchghat road,30.799786,77.193251,Rock              Slide,,,1365.7506103515625,28.594969186825757,,
3044,HP/SIR/53F05/2017/7,Sirmur,"Soda Dhayari, link road",30.800128,77.312919,Rock cum debris   Slide,,,1503.28955078125,38.06303622357175,,
3045,HP/SIR/53F05/2017/5,Sirmur,Ravna Village,30.801506,77.260769,Rock cum debris,Slide,2004,967.1231079101562,25.60863310032081,,
3046,HP/SIR/53F05/2017/9,Sirmur,Lana Shalora,30.806653,77.262894,Rock cum debris   Slide,,,871.4937744140625,49.49620867174313,,
3047,HP/SIR/53F05/2017/12,Sirmur,Jubal Chandesh,30.807833,77.318803,Rock cum debris,Slide,2011,1652.1136474609375,34.390539719792024,,
3048,HP/SOL/53F01/2017/21,Solan,KumarhattiNahan road,30.808098,77.115981,Rock              Fall,,,1516.3890380859375,36.03122649000074,,
3049,HP/SIR/53F05/2017/3,Sirmur,Choures/MDR2,30.808833,77.458667,Rock cum debris   Slide,,,1876.06640625,31.57871629342325,,
3050,HP/SOL/53F01/2017/262,Solan,KumarhattiNahan road,30.808865,77.116067,Rock              Slide,,,1525.79443359375,39.855430652722376,,
3051,HP/SOL/53F01/2017/261,Solan,KumarhattiNahan road,30.809376,77.115386,Rock              Slide,,,1535.086181640625,42.02435648214641,,
3052,HP/SOL/53F01/2017/260,Solan,KumarhattiNahan road,30.809627,77.114367,Rock              Slide,,,1514.036865234375,39.663929172042714,,
3053,HP/SOL/53F01/2017/258,Solan,KumarhattiNahan road,30.810925,77.107749,Rock              Slide,,,1445.7398681640625,29.836140685001613,,
3054,HP/SOL/53F01/2017/257,Solan,KumarhattiNahan road,30.811343,77.107299,Rock              Slide,,,1429.8157958984375,32.962088403544236,,
3055,HP/SOL/53F01/2017/259,Solan,KumarhattiNahan road,30.811467,77.113814,Rock              Slide,,,1476.014404296875,32.75899137490014,,
3056,HP/SOL/53F01/2017/374,Solan,NainatikkarNarag road,30.811624,77.124285,Rock              Slide,,,1535.45361328125,27.120939149175346,,
3057,HP/SOL/53F01/2017/283,Solan,NaragKaasar link road,30.811781,77.232766,Rock              Slide,,,1479.5224609375,32.776923016486265,,
3058,HP/SOL/53F01/2017/373,Solan,NaragOcchghat road,30.811938,77.186154,Rock              Slide,,,1332.0316162109375,13.70960997090477,,
3059,HP/SOL/53F01/2017/282,Solan,NaragKaasar link road,30.811952,77.230651,Rock              Slide,,,1429.74462890625,42.96556873098141,,
3060,HP/SOL/53F01/2017/414,Solan,NainatikkarNarag road,30.81311,77.12205,Rock              Slide,,,1535.31689453125,31.760726677862692,,
3061,HP/SOL/53F01/2017/424,Solan,NaragKaasar road,30.813149,77.24502,Rock              Slide,,,1425.9024658203125,33.63469329528224,,
3062,HP/SIR/53F05/2017/29,Sirmur,Karang,30.813208,77.344883,Rock cum debris   Slide,,,1788.924560546875,39.56343824361871,,
3063,HP/SOL/53F01/2017/423,Solan,NaragKaasar road,30.813277,77.246838,Rock              Slide,,,1352.0130615234375,35.70499529125986,,
3064,HP/SOL/53F01/2017/43,Solan,NainatikkarNarag road,30.813361,77.122746,Rock              Fall,,,1544.2740478515625,36.08984085319551,,
3065,HP/SOL/53F01/2017/199,Solan,KumarhattiNahan road,30.813386,77.10805,Rock              Slide,,,1430.8170166015625,39.72561525819348,,
3066,HP/SOL/53F01/2017/281,Solan,NaragKaasar link road,30.813565,77.2292,Rock              Slide,,,1475.8045654296875,46.81941477251067,,
3067,HP/SOL/53F01/2017/279,Solan,NaragKaasar link road,30.813892,77.226114,Rock              Slide,,,1425.7935791015625,32.14460998232901,,
3068,HP/SOL/53F01/2017/280,Solan,NaragKaasar link road,30.813918,77.227606,Rock              Slide,,,1455.8187255859375,39.07898924673995,,
3069,HP/SOL/53F01/2017/428,Solan,TarolChakki Mor road,30.81403,77.039597,Rock              Slide,,,1041.750244140625,23.509372373651075,,
3070,HP/SIR/53F05/2017/4,Sirmur,Nohra/ SH6,30.8155,77.4225,Rock cum debris   Slide,,,2208.020263671875,20.451186798294422,,
3071,HP/SOL/53F01/2017/256,Solan,KumarhattiNahan road,30.816123,77.106417,Rock              Slide,,,1397.2242431640625,16.48654732853419,,
3072,HP/SOL/53F01/2017/273,Solan,NaragKaasar link road,30.816162,77.221346,Rock              Slide,,,1378.54833984375,30.034406442637483,,
3073,HP/SOL/53F01/2017/274,Solan,NaragKaasar link road,30.816242,77.222381,Rock              Slide,,,1404.1785888671875,29.36553173408749,,
3074,HP/SOL/53F01/2017/278,Solan,NaragKaasar link road,30.81664,77.220488,Rock              Slide,,,1381.848388671875,28.47622241372685,,
3075,HP/SOL/53F01/2017/52,Solan,BhojnagarParwanoo road,30.817169,77.001923,Debris            Slide,,,1337.660400390625,16.425962301757806,,
3076,HP/SOL/53F01/2017/425,Solan,NaragKaasar road,30.817392,77.245514,Rock              Slide,,,1203.6385498046875,29.064879524875984,,
3077,HP/SOL/53F01/2017/198,Solan,KumarhattiNahan road,30.817464,77.10337,Rock              Slide,,,1393.3009033203125,26.626847528794443,,
3078,HP/SOL/53F01/2017/50,Solan,BhojnagarParwanoo road,30.817489,77.001252,Debris            Slide,,,1349.73291015625,40.5726453792928,,
3079,HP/SOL/53B13/2017/108,Solan,NH22,30.817648,76.985689,Rock              Slide,,,1163.83447265625,26.47653222108743,,
3080,HP/SIR/53F05/2017/15,Sirmur,Lana Shalora,30.817778,77.260961,Debris            Slide,,,826.4254760742188,0.8263173911475306,,
3081,HP/SOL/53F01/2017/189,Solan,NH22,30.817883,77.002769,Rock              Slide,,,1366.3297119140625,28.419264065016083,,
3082,HP/SOL/53F01/2017/276,Solan,NaragKaasar link road,30.818034,77.217724,Rock              Slide,,,1397.5986328125,30.87159077900036,,
3083,HP/SOL/53F01/2017/277,Solan,NaragKaasar link road,30.818156,77.216525,Rock              Slide,,,1387.829345703125,26.61156337133587,,
3084,HP/SOL/53F01/2017/275,Solan,NaragKaasar link road,30.818168,77.220252,Rock              Slide,,,1427.638427734375,37.45976092477795,,
3085,HP/SIR/53F05/2017/40,Sirmur,Nohra,30.818644,77.427078,Rock              Fall,,,2142.43408203125,28.19018822687484,,
3086,HP/SOL/53F01/2017/170,Solan,BhojnagarParwanoo road,30.818652,77.000616,Rock              Slide,,,1371.077880859375,19.163236014917405,,
3087,HP/SOL/53F01/2017/197,Solan,KumarhattiNahan road,30.818699,77.102092,Rock              Slide,,,1414.6595458984375,35.35421591998115,,
3088,HP/SOL/53B13/2017/83,Solan,NH22,30.818765,76.986988,Rock              Slide,,,1197.403564453125,37.288320023184326,,
3089,HP/SOL/53F01/2017/420,Solan,NaragGiripul road,30.819297,77.198631,Rock              Slide,,,1319.26708984375,20.62526658389671,,
3090,HP/SOL/53F01/2017/48,Solan,KumarhattiNahan road,30.819357,77.101985,Debris            Slide,,,1416.0987548828125,36.62416849241579,,
3091,HP/SOL/53F01/2017/419,Solan,SumanaKandaghat road,30.819792,77.188905,Rock              Slide,,,1297.96875,12.311895218338504,,
3092,HP/SOL/53F01/2017/360,Solan,NaragGiripul road,30.819792,77.188905,Rock              Slide,,,1297.96875,12.311895218338504,,
3093,HP/SOL/53F01/2017/10,Solan,KumarhattiNahan road,30.820494,77.100911,Rock              Fall,,,1425.637939453125,41.69281803049208,,
3094,HP/SOL/53F01/2017/315,Solan,KumarhattiNahan road,30.821032,77.090353,Rock              Slide,,,1416.704833984375,31.233632774207237,,
3095,HP/SOL/53F01/2017/218,Solan,SH02,30.821492,77.096026,Rock              Slide,,,1417.8016357421875,34.394472025037125,,
3096,HP/SOL/53F01/2017/51,Solan,KumarhattiNahan road,30.821492,77.096026,Debris            Slide,,,1417.8016357421875,34.394472025037125,,
3097,HP/SOL/53F01/2017/316,Solan,KumarhattiNahan road,30.821634,77.098513,Rock              Slide,,,1423.5523681640625,38.06844059045186,,
3098,HP/SOL/53F01/2017/300,Solan,BhojnagarChakki road,30.822851,77.0185,Rock              Slide,,,1460.8841552734375,25.462746929436985,,
3099,HP/SOL/53F01/2017/301,Solan,BhojnagarChakki road,30.823072,77.020249,Rock              Slide,,,1467.1085205078125,29.51229722642888,,
3100,HP/SIM/53F13/2016/16,Shimla,Antrouli-Gumma road Antrouli-Gumma road,30.8232,77.7503,Rock              Slide,,,976.927978515625,41.45701954088777,,
3101,HP/SHI/53F13/2016/20,Shimla,ANTROULI-GUMMA ROAD,30.8232,77.7503,Debris            Slide,,,976.927978515625,41.45701954088777,,
3102,HP/SHI/53F13/2016/21,Shimla,ANTROULI-GUMMA ROAD,30.8233,77.7506,Debris            Slide,,,968.8323974609376,41.64689943553938,,
3103,HP/SIM/53F13/2016/17,Shimla,Antrouli-Gumma road Antrouli-Gumma road,30.8234,77.7507,Rock              Slide,,,956.4627685546876,37.73148553621051,,
3104,HP/SIM/53F13/2016/18,Shimla,Antrouli-Gumma road Antrouli-Gumma road,30.8235,77.7514,Rock              Slide,,,943.960693359375,38.460228693617495,,
3105,HP/SHI/53F13/2016/7,Shimla,ANTROULI-GUMMA ROAD,30.8235,77.7514,Debris            Slide,,,943.960693359375,38.460228693617495,,
3106,HP/SOL/53B13/2017/61,Solan,BhojnagarParwanoo road,30.823684,76.988697,Rock              Slide,,,1248.8253173828125,42.0932845068398,,
3107,HP/SOL/53F01/2017/426,Solan,NaragKaasar road,30.824026,77.242462,Rock              Slide,,,1124.636474609375,38.09183643651267,,
3108,HP/SOL/53B13/2017/16,Solan,,30.824423,76.988677,Debris            Slide,,,1183.9395751953125,30.659579033099252,,
3109,HP/MAN/53E01/2015/21,Mandi,,30.824722,77.077139,Rock              Slide,,,1327.490478515625,26.852971681232248,,
3110,HP/MAN/53E01/2015/22,Mandi,,30.824722,77.077139,Rock cum debris   Slide,,,1327.490478515625,26.852971681232248,,
3111,HP/MAN/53E01/2015/23,Mandi,Jhanjheli-Thunag road,30.824722,77.077139,Debris            Slide,,,1327.490478515625,26.852971681232248,,
3112,HP/SOL/53F01/2017/27,Solan,NaragGiripul road,30.82501,77.19503,Rock              Fall,,,1279.2916259765625,20.289252931523087,,
3113,HP/SIM/53F13/2016/19,Shimla,Near Gumma Gumma-Choinyain road,30.8257,77.7517,Rock              Slide,,,1002.8594970703124,38.630354332859376,,
3114,HP/SHI/53F13/2016/22,Shimla,NEAR GUMMAGUMMA-,30.8257,77.7517,Debris            Slide,,,1002.8594970703124,38.630354332859376,,
3115,HP/SIM/53F13/2016/20,Shimla,Near Gumma Gumma-Choinyain road,30.8258,77.7515,Rock              Slide,,,1022.9838256835938,37.79982177759974,,
3116,HP/SHI/53F13/2016/23,Shimla,NEAR GUMMAGUMMA-,30.8258,77.7515,Debris            Slide,,,1022.9838256835938,37.79982177759974,,
3117,HP/SOL/53B13/2017/110,Solan,NH22,30.826102,76.965403,Rock              Slide,,,842.61083984375,38.407554958746225,,
3118,HP/SOL/53B13/2017/60,Solan,Opposite of Timber Trial,30.826478,76.989665,Rock              Slide,,,1135.80419921875,41.02943182139816,,
3119,HP/SIM/53F13/2016/22,Shimla,Near Gumma Gumma-Choinyain road,30.8269,77.7528,Rock              Slide,,,1025.03271484375,33.922940127273804,,
3120,HP/SHI/53F13/2016/25,Shimla,NEAR GUMMAGUMMA-,30.8269,77.7528,Debris            Slide,,,1025.03271484375,33.922940127273804,,
3121,HP/SOL/53F01/2017/186,Solan,NH22,30.826948,77.008967,Rock              Slide,,,1459.5115966796875,32.207164681858615,,
3122,HP/SIM/53F13/2016/23,Shimla,Near Gumma Gumma-Choinyain road,30.8272,77.7556,Rock              Slide,,,930.105712890625,39.5751069115738,,
3123,HP/SHI/53F13/2016/26,Shimla,NEAR GUMMAGUMMA-,30.8272,77.7556,Debris            Slide,,,930.105712890625,39.5751069115738,,
3124,HP/SIM/53F13/2016/24,Shimla,Near Gumma Gumma-Choinyain road,30.8275,77.7559,Rock              Slide,,,932.8120727539062,36.499105725715765,,
3125,HP/SHI/53F13/2016/24,Shimla,NEAR GUMMAGUMMA-,30.8275,77.7559,Debris            Slide,,,932.8120727539062,36.499105725715765,,
3126,HP/SOL/53B13/2017/125,Solan,Opposite of Timber Trial,30.82761,76.989722,Rock              Slide,,,1106.714599609375,43.81127266730875,,
3127,HP/SOL/53B13/2017/109,Solan,NH22,30.827686,76.968638,Rock              Slide,,,880.512451171875,28.446508302271777,,
3128,HP/SOL/53B13/2017/90,Solan,NH22,30.827707,76.961819,Rock              Slide,,,717.5034790039062,36.60631784874501,,
3129,HP/SOL/53F01/2017/188,Solan,NH22,30.827897,77.006395,Rock              Slide,,,1433.8026123046875,25.61505431338395,,
3130,HP/SOL/53F01/2017/187,Solan,NH22,30.828353,77.007578,Rock              Slide,,,1431.0372314453125,33.52137775895733,,
3131,HP/SOL/53B13/2017/124,Solan,Opposite of Timber Trial,30.82874,76.990386,Rock              Slide,,,1112.8360595703125,40.95173470914137,,
3132,HP/SIM/53F13/2016/26,Shimla,Near Choinyan,30.8306,77.7571,Rock              Slide,,,929.4119873046876,40.168763146129194,,
3133,HP/SHI/53F13/2016/6,Shimla,NEAR CHOINYAN,30.8306,77.7571,Debris            Slide,,,929.4119873046876,40.168763146129194,,
3134,HP/SOL/53B13/2017/59,Solan,BhojnagarChakki road,30.831193,76.997315,Rock              Slide,,,1026.9246826171875,31.271746135787804,,
3135,HP/SOL/53F01/2017/28,Solan,NaragGiripul road,30.83154,77.186415,Rock              Fall,,,1306.42333984375,41.50183004054987,,
3136,HP/SIM/53F13/2016/25,Shimla,Near Choinyan Right bank of Shalong Gad,30.8316,77.7567,Rock              Slide,,,946.829345703125,37.59970741399027,,
3137,HP/SHI/53F13/2016/16,Shimla,NEAR CHOINYAN RIGHT BANK,30.8316,77.7567,Debris            Slide,,,946.829345703125,37.59970741399027,,
3138,HP/SOL/53B13/2017/121,Solan,NH22,30.831859,76.967198,Rock              Slide,,,683.1538696289062,33.769878266251496,,
3139,HP/SOL/53B13/2017/120,Solan,NH22,30.831872,76.96791,Rock              Slide,,,697.3283081054688,18.598403492213947,,
3140,HP/SOL/53F01/2017/314,Solan,KumarhattiNahan road,30.832338,77.07517,Rock              Slide,,,1458.5159912109375,29.85919584763224,,
3141,HP/SHM/53F09/2017/81,Shimla,Kulath link road,30.832486,77.586469,Debris            Slide,,,1812.89697265625,40.35546341738409,,
3142,HP/SIM/53F13/2016/27,Shimla,Near Choinyan,30.834,77.7552,Debris            Slide,,,946.8191528320312,39.482501121303606,,
3143,HP/SHI/53F13/2016/17,Shimla,NEAR CHOINYAN,30.834,77.7552,Debris            Slide,,,946.8191528320312,39.482501121303606,,
3144,HP/SOL/53B13/2017/21,Solan,NH22,30.834476,76.96533,Debris            Slide,,,741.1151733398438,33.32204826754833,,
3145,HP/SOL/53B13/2017/49,Solan,NH22,30.8359,76.9796,Rock              Slide,,,863.0410766601562,36.27139440748489,,
3146,HP/SHM/53F09/2017/79,Shimla,Jannu link road,30.835958,77.599678,Rock cum debris   Slide,,,1643.4080810546875,37.283781619106506,,
3147,HP/SOL/53F01/2017/382,Solan,left bank of Giri River,30.836,77.250384,Rock              Slide,,,1038.9754638671875,40.83064360705882,,
3148,HP/SOL/53F01/2017/381,Solan,left bank of Giri River,30.836065,77.249966,Rock              Slide,,,1031.964111328125,43.86940335985866,,
3149,HP/SOL/53B13/2017/93,Solan,NH22,30.83609,76.983865,Rock              Slide,,,934.63037109375,34.4036143025459,,
3150,HP/SOL/53F01/2017/415,Solan,NainatikkarNarag road,30.836108,77.162248,Rock              Slide,,,1011.0819091796876,28.63791724553902,,
3151,HP/SOL/53F01/2017/416,Solan,NainatikkarNarag road,30.836108,77.162248,Rock              Slide,,,1011.0819091796876,28.63791724553902,,
3152,HP/SOL/53F01/2017/340,Solan,NaragOcchghat road,30.83638,77.163064,Rock              Slide,,,1069.6514892578125,33.38719566658584,,
3153,HP/SOL/53B13/2017/91,Solan,NH22,30.83645,76.982895,Rock              Slide,,,917.716796875,36.67055896399238,,
3154,HP/SOL/53F01/2017/168,Solan,BhojnagarChakki road,30.836954,77.004814,Rock              Slide,,,1040.1561279296875,23.53471377246061,,
3155,HP/SOL/53F01/2017/380,Solan,left bank of Giri River,30.837003,77.248815,Rock              Slide,,,1063.5364990234375,49.45514226132955,,
3156,HP/SHM/53F09/2017/78,Shimla,Jannu link road,30.8371,77.6023,Debris            Slide,,,1796.014404296875,34.0282628518714,,
3157,HP/SOL/53F01/2017/169,Solan,BhojnagarChakki road,30.837289,77.003353,Rock              Slide,,,1042.576904296875,23.220468181277315,,
3158,HP/SHM/53F09/2017/76,Shimla,Jannu link road,30.837478,77.603439,Debris            Slide,,,1793.506591796875,39.7187559518724,,
3159,HP/SOL/53F01/2017/379,Solan,left bank of Giri River,30.837481,77.247151,Rock              Slide,,,1015.0660400390624,44.08568401319591,,
3160,HP/SHM/53F09/2017/77,Shimla,Jannu link road,30.837889,77.604189,Debris            Slide,,,1806.4061279296875,33.26963782771987,,
3161,HP/SOL/53F01/2017/435,Solan,KandaghatChail road,30.838252,77.043779,Rock              Slide,,,1335.65283203125,20.40005474364296,,
3162,HP/SOL/53F01/2017/5,Solan,BhojnagarChakki road,30.838323,77.059828,Rock              Fall,,,1418.0919189453125,34.66908550015572,,
3163,HP/SOL/53F01/2017/341,Solan,NaragOcchghat road,30.838846,77.162639,Rock              Slide,,,1046.04736328125,34.02830330524229,,
3164,HP/SOL/53F01/2017/167,Solan,BhojnagarChakki road,30.838978,77.00569,Rock              Slide,,,1043.77685546875,40.17465853570138,,
3165,HP/SOL/53F01/2017/303,Solan,BhojnagarChakki road,30.838982,77.05868,Rock              Slide,,,1419.092041015625,24.33784147678846,,
3166,HP/KUL/53E01/2015/19,Kullu,,30.839528,77.148167,Rock cum debris   Slide,,,1008.529541015625,9.400601220365202,,
3167,HP/SOL/53F01/2017/284,Solan,NaragKaasar link road,30.83965,77.2348,Rock              Slide,,,1143.064697265625,26.772240750394523,,
3168,HP/SOL/53F01/2017/165,Solan,BhojnagarChakki road,30.83989,77.003327,Rock              Slide,,,1063.08154296875,22.441913384912553,,
3169,HP/SOL/53F01/2017/166,Solan,BhojnagarChakki road,30.83994,77.005528,Rock              Slide,,,1074.874267578125,37.55839704168223,,
3170,HP/SOL/53F01/2017/342,Solan,NaragOcchghat road,30.840056,77.16297,Rock              Slide,,,1039.5679931640625,35.91494984427419,,
3171,HP/KUL/53E01/2015/20,Kullu,,30.840556,77.144889,Rock cum debris   Slide,,,1021.378662109375,27.683983414130324,,
3172,HP/SOL/53F01/2017/74,Solan,NainatikkarNarag road,30.841073,77.152706,Debris            Slide,,,1052.7012939453125,28.521997793475983,,
3173,HP/SOL/53F01/2017/393,Solan,left bank of Giri River,30.841118,77.244906,Rock              Slide,,,1036.6536865234375,47.962896065725324,,
3174,HP/SOL/53B13/2017/34,Solan,NH22,30.84121,76.991177,Debris            Slide,,,1008.6502685546876,34.12625150957778,,
3175,HP/SOL/53B13/2017/50,Solan,NH22,30.84121,76.991177,Rock              Slide,,,1008.6502685546876,34.12625150957778,,
3176,HP/SOL/53F01/2017/302,Solan,BhojnagarChakki road,30.841326,77.043314,Rock              Slide,,,1487.747802734375,31.41775426181662,,
3177,HP/SOL/53F01/2017/343,Solan,NaragOcchghat road,30.841485,77.161664,Rock              Slide,,,997.13720703125,35.24358680443166,,
3178,HP/SOL/53F01/2017/73,Solan,DilmanDenthal road,30.841545,77.154598,Debris            Slide,,,1066.0892333984375,40.50550057528391,,
3179,HP/SOL/53B13/2017/33,Solan,NH22,30.841565,76.991834,Debris            Slide,,,1033.791259765625,15.653517152113505,,
3180,HP/SOL/53F01/2017/155,Solan,NaragOcchghat road,30.841675,77.161047,Rock              Slide,,,998.2864990234376,37.42825379761551,,
3181,HP/SOL/53B13/2017/172,Solan,NH22,30.841891,76.992263,Rock              Slide,,,1017.6337280273438,26.796065722550296,,
3182,HP/SOL/53F01/2017/156,Solan,NaragOcchghat road,30.842717,77.16416,Rock              Slide,,,1012.0071411132812,36.608025349683146,,
3183,HP/SHM/53F09/2017/80,Shimla,Kupvi link road,30.842864,77.598411,Rock cum debris   Slide,,,1529.8843994140625,38.212553276864256,,
3184,HP/SOL/53B13/2017/94,Solan,NH22,30.843192,76.990981,Rock              Slide,,,1037.3966064453125,33.87563915684547,,
3185,HP/SOL/53B13/2017/95,Solan,NH22,30.84362,76.99208,Rock              Slide,,,992.6510009765624,27.23628271590591,,
3186,HP/SOL/53B13/2017/146,Solan,NH22,30.84376,76.99199,Rock              Slide,,,1012.9743041992188,35.07182024204571,,
