Sl_No,Slide_No,District,Location,Latitude,Longitude,Material_Involved,Movement,History
2110,HP/SIR/53F05/2017/8,Sirmur,"Marug, MDR3",30,77.889583,Rock cum debris   Slide,NA,
2111,HP/SOL/53F01/2018/004,Solan,NH22/ RD: 70+750 to 70+950 NH22/ RD: 70+750 to,30.078833,79.794472,Rock cum debris   Slide,NA,
2112,HP/SOL/53F01/2018/003,Solan,NH22/ RD: 71+100 to 71+200 NH22/ RD: 71+100 to,30.083278,79.79875,Rock cum debris   Slide,NA,
2113,HP/SOL/53F01/2018/002,Solan,NH22/ RD: 71+300 to 71+420 NH22/ RD: 71+300 to,30.083639,79.800806,Rock cum debris   Slide,NA,
2114,HP/SOL/53F01/2018/001,Solan,NH22/ RD: 87+480 NH22/ RD: 87+480/3km away,30.083917,79.799694,Rock cum debris   Slide,NA,
2115,HP/SIR/53F07/2017/9,Sirmur,Mehtawala,30.448658,77.379747,Rock cum debris   Slide,NA,
2116,HP/SIR/53F07/2017/10,Sirmur,Mehtawala,30.450071,77.376833,Rock cum debris   Slide,NA,
2117,HP/SIR/53F07/2017/1,Sirmur,Mehtawala,30.450422,77.375728,Rock cum debris   Slide,NA,
2118,HP/SIR/53F07/2017/2,Sirmur,Mehtawala,30.451326,77.375918,Rock cum debris   Slide,NA,
2119,HP/SIR/53F07/2017/3,Sirmur,Mehtawala,30.451887,77.375859,Rock cum debris   Slide,NA,
2120,HP/SIR/53F07/2017/4,Sirmur,Mehtawala,30.452326,77.376697,Rock cum debris   Slide,NA,
2121,HP/SIR/53F07/2017/17,Sirmur,Sout of Haripur,30.452799,77.38828,Rock cum debris   Slide,NA,
2122,HP/SIR/53F07/2017/5,Sirmur,Mehtawala,30.452893,77.378037,Rock cum debris   Slide,NA,
2123,HP/SIR/53F07/2017/6,Sirmur,Mehtawala,30.453874,77.377954,Rock cum debris   Slide,NA,
2124,HP/SIR/53F07/2017/8,Sirmur,Mehtawala,30.454318,77.374081,Rock cum debris   Slide,NA,
2125,HP/SIR/53F07/2017/7,Sirmur,Mehtawala,30.454612,77.374562,Rock cum debris   Slide,NA,
2126,HP/SIR/53F07/2017/16,Sirmur,Singhauli,30.462165,77.292031,Rock              Slide,NA,
2127,HP/SIR/53F07/2017/15,Sirmur,North of Haripur,30.4642,77.391658,Rock cum debris   Slide,NA,
2128,HP/SIR/53F07/2017/13,Sirmur,North of Haripur,30.467475,77.39639,Rock cum debris   Slide,NA,
2129,HP/SIR/53F07/2017/14,Sirmur,North of Haripur,30.47039,77.39739,Rock cum debris   Slide,NA,
2130,HP/SIR/53F07/2017/12,Sirmur,Mahronwala,30.476497,77.405078,Rock cum debris   Slide,NA,
2131,HP/SIR/53F07/2017/11,Sirmur,Mahronwala,30.480822,77.410069,Rock cum debris   Slide,NA,
2132,HP/SIR/53F02/2017/30,Sirmur,BanogKaulawala bhood road,30.496999,77.217426,Rock              Slide,NA,
2133,HP/SIR/53F03/2017/1,Sirmur,,30.507724,77.245914,Rock              Slide,NA,
2134,HP/SIR/53F03/2017/2,Sirmur,,30.508651,77.2472,Rock              Slide,NA,
2135,HP/SIR/53F06/2017/54,Sirmur,Khadri,30.513754,77.269974,Rock              Slide,NA,
2136,HP/SIR/53F06/2017/313,Sirmur,Shambhuwala,30.51528,77.335421,Debris            Slide,NA,
2137,HP/SIR/53F06/2017/387,Sirmur,Dhaduwala,30.517019,77.272756,Rock              Slide,NA,
2138,HP/SIR/53F06/2017/59,Sirmur,Dewni,30.518703,77.268434,Rock              Slide,NA,
2139,HP/SIR/53F06/2017/53,Sirmur,Dewni,30.519807,77.254651,Rock              Slide,NA,
2140,HP/SIR/53F06/2017/383,Sirmur,Dhaduwala,30.520144,77.277889,Rock              Slide,NA,
2141,HP/SIR/53F06/2017/52,Sirmur,Dewni,30.520263,77.255465,Rock              Slide,NA,
2142,HP/SIR/53F06/2017/384,Sirmur,Dhaduwala,30.520283,77.277424,Rock              Slide,NA,
2143,HP/SIR/53F06/2017/58,Sirmur,Dewni,30.521782,77.25463,Rock              Slide,NA,
2144,HP/SIR/53F06/2017/55,Sirmur,Ambwala R.F.,30.521896,77.268907,Rock              Slide,NA,
2145,HP/SIR/53F06/2017/56,Sirmur,Ambwala R.F.,30.523011,77.268443,Rock              Slide,NA,
2146,HP/SIR/53F06/2017/44,Sirmur,Bikram Bag R.F.,30.52327,77.300171,Rock              Slide,NA,
2147,HP/SIR/53F06/2017/45,Sirmur,Bikram Bag R.F.,30.523434,77.301593,Rock              Slide,NA,
2148,HP/SIR/53F06/2017/48,Sirmur,Bikram Bag R.F.,30.52388,77.290155,Rock              Slide,NA,
2149,HP/SIR/53F06/2017/46,Sirmur,Bikram Bag R.F.,30.523963,77.304515,Rock              Slide,NA,
2150,HP/SIR/53F06/2017/47,Sirmur,Bikram Bag R.F.,30.523967,77.289347,Rock              Slide,NA,
2151,HP/SIR/53F06/2017/50,Sirmur,Bikram Bag R.F.,30.524006,77.292159,Rock              Slide,NA,
2152,HP/SIR/53F06/2017/51,Sirmur,Bikram Bag R.F.,30.524217,77.294645,Rock              Slide,NA,
2153,HP/SIR/53F06/2017/57,Sirmur,Ambwala R.F.,30.524302,77.268451,Rock              Slide,NA,
2154,HP/SIR/53F06/2017/385,Sirmur,Dhaduwala,30.524525,77.277616,Rock              Slide,NA,
2155,HP/SIR/53F06/2017/381,Sirmur,Dhaduwala,30.524573,77.273435,Rock              Slide,NA,
2156,HP/SIR/53F06/2017/32,Sirmur,Ganyoni R.F.,30.52474,77.459892,Rock              Slide,NA,
2157,HP/SIR/53F06/2017/49,Sirmur,Bikram Bag R.F.,30.524945,77.291472,Rock              Slide,NA,
2158,HP/SIR/53F14/2017/48,Sirmur,Shalahat R.F.,30.52507,77.819787,Rock cum debris   Slide,NA,
2159,HP/SIR/53F06/2017/27,Sirmur,Ganyoni R.F.,30.525249,77.472139,Rock              Slide,NA,
2160,HP/SIR/53F06/2017/22,Sirmur,Ganyoni R.F.,30.525553,77.471235,Rock              Slide,NA,
2161,HP/SIR/53F06/2017/25,Sirmur,Ganyoni R.F.,30.525657,77.475024,Rock              Slide,NA,
2162,HP/SIR/53F06/2017/24,Sirmur,Ganyoni R.F.,30.525711,77.475945,Rock              Slide,NA,
2163,HP/SIR/53F06/2017/64,Sirmur,Shambhuwala,30.525731,77.330641,Debris            Slide,NA,
2164,HP/SIR/53F06/2017/23,Sirmur,Ganyoni R.F.,30.525856,77.470907,Rock              Slide,NA,
2165,HP/SIR/53F06/2017/382,Sirmur,Dhaduwala,30.525924,77.27429,Rock              Slide,NA,
2166,HP/SIR/53F06/2017/31,Sirmur,Ganyoni R.F.,30.525936,77.466596,Rock              Slide,NA,
2167,HP/SIR/53F14/2017/49,Sirmur,Shalahat R.F.,30.525985,77.820675,Rock cum debris   Slide,NA,
2168,HP/SIR/53F02/2017/58,Sirmur,Bank of Mazar ki Nadi,30.526014,77.250998,Rock              Slide,NA,
2169,HP/SIR/53F06/2017/26,Sirmur,Ganyoni R.F.,30.526138,77.470413,Rock              Slide,NA,
2170,HP/SIR/53F02/2017/4,Sirmur,,30.526333,77.247598,Rock              Fall,NA,
2171,HP/SIR/53F06/2017/33,Sirmur,Ganyoni R.F.,30.526578,77.465766,Rock              Slide,NA,
2172,HP/SIR/53F06/2017/386,Sirmur,Dhaduwala,30.527018,77.275068,Rock              Slide,NA,
2173,HP/SIR/53F06/2017/28,Sirmur,Ganyoni R.F.,30.527746,77.466557,Rock              Slide,NA,
2174,HP/SIR/53F06/2017/63,Sirmur,South of Bhur,30.529595,77.318603,Debris            Slide,NA,
2175,HP/SIR/53F06/2017/29,Sirmur,Ganyoni R.F.,30.529605,77.468104,Rock              Slide,NA,
2176,HP/SIR/53F06/2017/30,Sirmur,Ganyoni R.F.,30.529805,77.46843,Rock              Slide,NA,
2177,HP/SIR/53F06/2017/62,Sirmur,South of Bhur,30.530091,77.316047,Debris            Slide,NA,
2178,HP/SIR/53F06/2017/61,Sirmur,South of Bhur,30.530364,77.312742,Debris            Slide,NA,
2179,HP/SIR/53F06/2017/60,Sirmur,South of Bhur,30.530389,77.31207,Debris            Slide,NA,
2180,HP/SIR/53F02/2017/54,Sirmur,BurmaParaliNahan road,30.530716,77.249241,Rock              Slide,NA,
2181,HP/SIR/53F06/2017/312,Sirmur,North of Dhaduwala,30.530868,77.283911,Rock              Slide,NA,
2182,HP/SIR/53F06/2017/43,Sirmur,North of Dhaduwala,30.531423,77.282423,Rock              Slide,NA,
2183,HP/SIR/53F06/2017/42,Sirmur,North of Dhaduwala,30.53173,77.282261,Rock              Slide,NA,
2184,HP/SIR/53F02/2017/53,Sirmur,BurmaParaliNahan road,30.532029,77.249097,Rock              Slide,NA,
2185,HP/SIR/53F02/2017/51,Sirmur,BurmaParaliNahan road,30.532029,77.249097,Rock              Slide,NA,
2186,HP/SIR/53F02/2017/52,Sirmur,BurmaParaliNahan road,30.532029,77.249097,Rock              Slide,NA,
2187,HP/SIR/53F02/2017/56,Sirmur,BurmaParaliNahan road,30.532209,77.250743,Rock              Slide,NA,
2188,HP/SIR/53F02/2017/57,Sirmur,Bank of Mazar ki Nadi,30.532209,77.250743,Rock              Slide,NA,
2189,HP/SIR/53F06/2017/40,Sirmur,North of Dhaduwala,30.532212,77.282849,Rock              Slide,NA,
2190,HP/SIR/53F06/2017/41,Sirmur,North of Dhaduwala,30.53231,77.283089,Rock              Slide,NA,
2191,HP/SIR/53F02/2017/55,Sirmur,BurmaParaliNahan road,30.533669,77.249402,Rock              Slide,NA,
2192,HP/SIR/53F02/2017/75,Sirmur,Along NH72,30.535608,77.160475,Rock              Slide,NA,
2193,HP/SIR/53F02/2017/59,Sirmur,Bank of Mazar ki Nadi,30.536239,77.200908,Rock              Slide,NA,
2194,HP/SIR/53F02/2017/49,Sirmur,BurmaParaliNahan road,30.536602,77.158932,Rock              Slide,NA,
2195,HP/SIR/53F02/2017/77,Sirmur,KalaambTrilokpur link road,30.540591,77.175556,Rock              Slide,NA,
2196,HP/SIR/53F10/2017/134,Sirmur,Rajpur,30.541102,77.713399,Rock              Slide,NA,
2197,HP/SIR/53F02/2017/76,Sirmur,Along NH72,30.541533,77.17585,Rock              Slide,NA,
2198,HP/SIR/53F10/2017/220,Sirmur,South of Kulthiana,30.541602,77.703918,Rock              Slide,NA,
2199,HP/SIR/53F14/2017/51,Sirmur,Tauru,30.541918,77.781609,Rock              Slide,NA,
2200,HP/SIR/53F10/2017/128,Sirmur,Danda,30.541918,77.781609,Rock cum debris   Slide,NA,
2201,HP/SIR/53F10/2017/133,Sirmur,Rajpur,30.543739,77.714591,Rock              Slide,NA,
2202,HP/SIR/53F10/2017/219,Sirmur,South of Kulthiana,30.544142,77.702687,Rock              Slide,NA,
2203,HP/SIR/53F10/2017/132,Sirmur,Rajpur,30.544228,77.720898,Rock              Slide,NA,
2204,HP/SIR/53F10/2017/129,Sirmur,Rajpur,30.546334,77.721158,Rock              Slide,NA,
2205,HP/SIR/53F14/2017/4,Sirmur,North of Kalawar,30.546948,77.817488,Rock cum debris   Slide,NA,
2206,HP/SIR/53F10/2017/130,Sirmur,Rajpur,30.547089,77.721554,Rock              Slide,NA,
2207,HP/SIR/53F10/2017/282,Sirmur,Janjli R.F.,30.547272,77.667155,Rock cum debris   Slide,NA,
2208,HP/SIR/53F10/2017/14,Sirmur,South of Kulthiana,30.547313,77.703282,Rock              Slide,NA,
2209,HP/SIR/53F10/2017/165,Sirmur,Bhatrog,30.547655,77.669054,Rock cum debris   Slide,NA,
2210,HP/SIR/53F10/2017/279,Sirmur,Bhatrog,30.547817,77.665273,Rock cum debris   Slide,NA,
2211,HP/SIR/53F10/2017/131,Sirmur,Rajpur,30.547872,77.722184,Rock              Slide,NA,
2212,HP/SIR/53F10/2017/221,Sirmur,South of Kulthiana,30.547898,77.702253,Rock              Slide,NA,
2213,HP/SIR/53F10/2017/127,Sirmur,"Sataun, SataunPaonta road",30.548165,77.63888,Rock cum debris   Slide,NA,
2214,HP/SIR/53F10/2017/223,Sirmur,North of Dhamaun,30.548739,77.685628,Rock              Slide,NA,
2215,HP/SIR/53F10/2017/224,Sirmur,North of Dhamaun,30.54986,77.686931,Rock              Slide,NA,
2216,HP/SIR/53F14/2017/9,Sirmur,North of Kalatha,30.550125,77.79934,Rock              Slide,NA,
2217,HP/SIR/53F10/2017/15,Sirmur,West of Navi,30.550131,77.712553,Rock              Slide,NA,
2218,HP/SIR/53F10/2017/16,Sirmur,West of Navi,30.550541,77.712915,Rock              Slide,NA,
2219,HP/SIR/53F10/2017/218,Sirmur,Sataun,30.550661,77.635263,Rock cum debris   Slide,NA,
2220,HP/SIR/53F10/2017/217,Sirmur,Sataun,30.550705,77.635916,Rock cum debris   Slide,NA,
2221,HP/SIR/53F10/2017/206,Sirmur,South of Kandon,30.550789,77.604632,Rock              Slide,NA,
2222,HP/SIR/53F14/2017/5,Sirmur,North of Kalawar,30.551028,77.819175,Rock              Slide,NA,
2223,HP/SIR/53F14/2017/6,Sirmur,North of Kalawar,30.551073,77.40092,Rock              Slide,NA,
2224,HP/SIR/53F10/2017/276,Sirmur,Janjli R.F.,30.551307,77.649813,Rock cum debris   Slide,NA,
2225,HP/SIR/53F10/2017/281,Sirmur,Janjli R.F.,30.551323,77.651374,Rock cum debris   Slide,NA,
2226,HP/SIR/53F10/2017/280,Sirmur,Janjli R.F.,30.551531,77.654451,Rock cum debris   Slide,NA,
2227,HP/SIR/53F14/2017/8,Sirmur,North of Kalatha,30.551663,77.798436,Rock              Slide,NA,
2228,HP/SIR/53F10/2017/222,Sirmur,South of Kulthiana,30.551809,77.704214,Rock              Slide,NA,
2229,HP/SIR/53F10/2017/275,Sirmur,Janjli R.F.,30.551811,77.648774,Rock cum debris   Slide,NA,
2230,HP/SIR/53F10/2017/72,Sirmur,"Sataun, SataunPaonta road",30.552012,77.632201,Rock              Slide,NA,
2231,HP/SIR/53F10/2017/71,Sirmur,"Sataun, SataunPaonta road",30.55236,77.630377,Rock              Slide,NA,
2232,HP/SIR/53F14/2017/7,Sirmur,North of Kalatha,30.552823,77.805948,Rock              Slide,NA,
2233,HP/SIR/53F10/2017/70,Sirmur,"Sataun, SataunPaonta road",30.553115,77.629641,Rock              Slide,NA,
2234,HP/SIR/53F14/2017/3,Sirmur,North of Kalawar,30.553222,77.806676,Rock              Slide,NA,
2235,HP/SIR/53F10/2017/283,Sirmur,Janjli R.F.,30.553296,77.64633,Rock cum debris   Slide,NA,
2236,HP/SIR/53F10/2017/277,Sirmur,Janjli R.F.,30.553432,77.653686,Rock cum debris   Slide,NA,
2237,HP/SIR/53F10/2017/278,Sirmur,Janjli R.F.,30.553608,77.654342,Rock cum debris   Slide,NA,
2238,HP/SIR/53F10/2017/202,Sirmur,West of Sataun,30.553796,77.619786,Rock              Slide,NA,
2239,HP/SIR/53F10/2017/69,Sirmur,Kandon,30.554175,77.607527,Rock              Slide,NA,
2240,HP/SIR/53F10/2017/200,Sirmur,West of Sataun,30.554238,77.623577,Rock              Slide,NA,
2241,HP/SIR/53F10/2017/68,Sirmur,Kandon,30.554495,77.609345,Rock              Slide,NA,
2242,HP/SIR/53F10/2017/64,Sirmur,West of Sataun,30.554573,77.629803,Rock              Slide,NA,
2243,HP/SIR/53F10/2017/63,Sirmur,West of Sataun,30.554764,77.630116,Rock              Slide,NA,
2244,HP/SIR/53F10/2017/203,Sirmur,West of Sataun,30.554769,77.619106,Rock              Slide,NA,
2245,HP/SIR/53F10/2017/199,Sirmur,West of Sataun,30.555079,77.622877,Rock              Slide,NA,
2246,HP/SIR/53F10/2017/192,Sirmur,West of Sataun,30.555373,77.625201,Rock              Slide,NA,
2247,HP/SIR/53F10/2017/205,Sirmur,West of Sataun,30.555467,77.618304,Rock              Slide,NA,
2248,HP/SIR/53F14/2017/1,Sirmur,North of Kalawar,30.555651,77.818269,Rock              Slide,NA,
2249,HP/SIR/53F10/2017/198,Sirmur,West of Sataun,30.556022,77.621881,Rock              Slide,NA,
2250,HP/SIR/53F10/2017/194,Sirmur,West of Sataun,30.556141,77.623083,Rock              Slide,NA,
2251,HP/SIR/53F02/2017/60,Sirmur,Left bank of Mazar ki Nadi,30.556198,77.181743,Rock              Slide,NA,
2252,HP/SIR/53F10/2017/204,Sirmur,West of Sataun,30.556238,77.619771,Rock              Slide,NA,
2253,HP/SIR/53F10/2017/201,Sirmur,West of Sataun,30.556383,77.619375,Rock              Slide,NA,
2254,HP/SIR/53F10/2017/67,Sirmur,Kandon,30.556407,77.614667,Rock              Slide,NA,
2255,HP/SIR/53F10/2017/13,Sirmur,Rajpur R.F.,30.556479,77.732282,Rock              Slide,NA,
2256,HP/SIR/53F06/2017/288,Sirmur,"Daghat, NahanRama Don road",30.556722,77.366481,Rock              Slide,NA,
2257,HP/SIR/53F10/2017/197,Sirmur,West of Sataun,30.556827,77.624558,Rock              Slide,NA,
2258,HP/SIR/53F10/2017/193,Sirmur,West of Sataun,30.556872,77.623139,Rock              Slide,NA,
2259,HP/SIR/53F10/2017/66,Sirmur,Kandon,30.556981,77.616055,Rock              Slide,NA,
2260,HP/SIR/53F06/2017/289,Sirmur,"Daghat, NahanRama Don road",30.557001,77.367543,Rock              Slide,NA,
2261,HP/SIR/53F14/2017/2,Sirmur,North of Kalawar,30.557038,77.817361,Rock              Slide,NA,
2262,HP/SIR/53F10/2017/196,Sirmur,West of Sataun,30.557048,77.62121,Rock              Slide,NA,
2263,HP/SIR/53F06/2017/286,Sirmur,"Daghat, NahanRama Don road",30.557387,77.362984,Rock              Slide,NA,
2264,HP/SIR/53F14/2017/12,Sirmur,Dharnogh,30.557436,77.779132,Rock              Slide,NA,
2265,HP/SIR/53F10/2017/12,Sirmur,Rajpur R.F.,30.557505,77.728204,Rock              Slide,NA,
2266,HP/SIR/53F10/2017/195,Sirmur,West of Sataun,30.557556,77.622111,Rock              Slide,NA,
2267,HP/SIR/53F14/2017/13,Sirmur,Dharnogh,30.557674,77.779581,Rock              Slide,NA,
2268,HP/SIR/53F10/2017/65,Sirmur,West of Sataun,30.557697,77.622709,Rock              Slide,NA,
2269,HP/SIR/53F14/2017/11,Sirmur,Dharnogh,30.557803,77.780068,Rock              Slide,NA,
2270,HP/SIR/53F14/2017/10,Sirmur,Dharnogh,30.558109,77.7811,Rock              Slide,NA,
2271,HP/SIR/53F10/2017/186,Sirmur,South of Detar,30.558135,77.551492,Rock cum debris   Slide,NA,
2272,HP/SIR/53F06/2017/287,Sirmur,"Daghat, NahanRama Don road",30.558245,77.364637,Rock              Slide,NA,
2273,HP/SIR/53F02/2017/50,Sirmur,BurmaParaliNahan road,30.558274,77.190015,Rock              Slide,NA,
2274,HP/SIR/53F06/2017/301,Sirmur,"Rama, NahanRama Don road",30.559264,77.372515,Rock              Slide,NA,
2275,HP/SIR/53F10/2017/61,Sirmur,Kanyon,30.559665,77.539273,Rock              Slide,NA,
2276,HP/SIR/53F10/2017/185,Sirmur,South of Tapri,30.559997,77.61479,Rock              Slide,NA,
2277,HP/SIR/53F10/2017/168,Sirmur,South of Rudane,30.560251,77.747453,Rock              Slide,NA,
2278,HP/SIR/53F06/2017/300,Sirmur,"RamaDon slide Rama, NahanRama Don road",30.560516,77.375735,Rock              Slide,NA,
2279,HP/SIR/53F10/2017/167,Sirmur,South of Rudane,30.560565,77.747255,Rock              Slide,NA,
2280,HP/SIR/53F10/2017/190,Sirmur,South of Detar,30.560657,77.542548,Rock              Slide,NA,
2281,HP/SIR/53F10/2017/188,Sirmur,South of Detar,30.560862,77.546242,Rock              Slide,NA,
2282,HP/SIR/53F14/2017/15,Sirmur,Ambheta,30.561051,77.769193,Rock              Slide,NA,
2283,HP/SIR/53F10/2017/187,Sirmur,South of Detar,30.561102,77.553012,Rock              Slide,NA,
2284,HP/SIR/53F10/2017/166,Sirmur,South of Rudane,30.561105,77.747737,Rock              Slide,NA,
2285,HP/SIR/53F06/2017/290,Sirmur,"Khakari, NahanRama Don road",30.561124,77.374098,Rock              Slide,NA,
2286,HP/SIR/53F10/2017/9,Sirmur,South of Tapri,30.561381,77.620104,Rock              Slide,NA,
2287,HP/SIR/53F10/2017/8,Sirmur,South of Tapri,30.561424,77.621071,Rock              Slide,NA,
2288,HP/SIR/53F10/2017/189,Sirmur,South of Detar,30.561605,77.544762,Rock              Slide,NA,
2289,HP/SIR/53F14/2017/14,Sirmur,Ambheta,30.562347,77.767561,Rock              Slide,NA,
2290,HP/SIR/53F02/2017/37,Sirmur,,30.562484,77.240475,Rock              Slide,NA,
2291,HP/SIR/53F10/2017/25,Sirmur,Sadiyar landslide Sadiyar,30.562642,77.566015,Rock cum debris   Slide,NA,
2292,HP/SIR/53F10/2017/62,Sirmur,Kanyon,30.562878,77.540032,Rock              Slide,NA,
2293,HP/SIR/53F02/2017/38,Sirmur,,30.562932,77.240255,Rock              Slide,NA,
2294,HP/SIR/53F06/2017/362,Sirmur,Kansar R.F.,30.564086,77.493167,Rock              Slide,NA,
2295,HP/SIR/53F02/2017/81,Sirmur,,30.564298,77.173239,Rock              Slide,NA,
2296,HP/SIR/53F10/2017/60,Sirmur,Haldwari,30.564329,77.531325,Rock              Slide,NA,
2297,HP/SIR/53F10/2017/180,Sirmur,Bhujon,30.564428,77.576934,Rock cum debris   Slide,NA,
2298,HP/SIR/53F10/2017/58,Sirmur,Haldwari,30.56445,77.531949,Rock cum debris   Slide,NA,
2299,HP/SIR/53F06/2017/363,Sirmur,Kansar R.F.,30.564454,77.493151,Rock              Slide,NA,
2300,HP/SIR/53F02/2017/82,Sirmur,,30.564477,77.176865,Rock              Slide,NA,
2301,HP/SIR/53F10/2017/181,Sirmur,Bhujon,30.564508,77.580479,Rock cum debris   Slide,NA,
2302,HP/SIR/53F10/2017/59,Sirmur,Haldwari,30.564639,77.532567,Rock              Slide,NA,
2303,HP/SIR/53F10/2017/26,Sirmur,Sadiyar landslide Sadiyar,30.564822,77.567919,Rock cum debris   Slide,NA,
2304,HP/SIR/53F02/2017/80,Sirmur,,30.564892,77.17274,Rock              Slide,NA,
2305,HP/SIR/53F02/2017/79,Sirmur,,30.565149,77.175564,Rock              Slide,NA,
2306,HP/SIR/53F10/2017/7,Sirmur,Bhujon,30.565182,77.584104,Debris            Slide,NA,
2307,HP/SIR/53F10/2017/39,Sirmur,Haryal,30.565222,77.603583,Rock              Slide,NA,
2308,HP/SIR/53F06/2017/373,Sirmur,Rohas,30.565316,77.397817,Rock              Slide,NA,
2309,HP/SIR/53F02/2017/61,Sirmur,Left bank of Mazar ki Nadi,30.565342,77.187336,Rock              Slide,NA,
2310,HP/SIR/53F06/2017/291,Sirmur,"Daghera R.F., NahanBirla road",30.565347,77.378611,Debris            Slide,NA,
2311,HP/SIR/53F02/2017/85,Sirmur,,30.565364,77.177537,Rock              Slide,NA,
2312,HP/SIR/53F10/2017/182,Sirmur,Dadua,30.565385,77.586311,Debris            Slide,NA,
2313,HP/SIR/53F10/2017/169,Sirmur,South of Rudane,30.565455,77.746417,Rock              Slide,NA,
2314,HP/SIR/53F06/2017/292,Sirmur,"Daghera R.F., NahanBirla road",30.565619,77.385726,Rock              Slide,NA,
2315,HP/SIR/53F10/2017/126,Sirmur,"Chilon, PaontaShillai road",30.56571,77.648572,Rock              Slide,NA,
2316,HP/SIR/53F02/2017/83,Sirmur,,30.565714,77.178797,Rock              Slide,NA,
2317,HP/SIR/53F02/2017/78,Sirmur,Left bank of River,30.565717,77.179694,Rock              Slide,NA,
2318,HP/SIR/53F02/2017/84,Sirmur,,30.565775,77.176542,Rock              Slide,NA,
2319,HP/SIR/53F06/2017/379,Sirmur,Rohas,30.565789,77.397033,Rock              Slide,NA,
2320,HP/SIR/53F06/2017/305,Sirmur,Rohas,30.565923,77.396645,Rock              Slide,NA,
2321,HP/SIR/53F10/2017/179,Sirmur,Salri,30.566166,77.570773,Rock cum debris   Slide,NA,
2322,HP/SIR/53F06/2017/364,Sirmur,Torwali,30.566251,77.483458,Rock              Slide,NA,
2323,HP/SIR/53F06/2017/293,Sirmur,"Daghera R.F., NahanBirla road",30.566309,77.385901,Rock              Slide,NA,
2324,HP/SIR/53F02/2017/36,Sirmur,,30.566465,77.239503,Rock              Slide,NA,
2325,HP/SIR/53F02/2017/62,Sirmur,Left bank of Mazar ki Nadi,30.566512,77.186748,Rock              Slide,NA,
2326,HP/SIR/53F10/2017/52,Sirmur,"Sataun, DadahuSataun road",30.566614,77.635869,Rock              Slide,NA,
2327,HP/SIR/53F06/2017/298,Sirmur,"Rama, NahanRama Don road",30.566634,77.38041,Rock              Slide,NA,
2328,HP/SIR/53F06/2017/380,Sirmur,Rohas,30.566663,77.399032,Rock              Slide,NA,
2329,HP/SIR/53F06/2017/377,Sirmur,Rohas,30.566665,77.39826,Rock              Slide,NA,
2330,HP/SIR/53F06/2017/378,Sirmur,Rohas,30.566783,77.397057,Rock              Slide,NA,
2331,HP/SIR/53F02/2017/34,Sirmur,Bahar link road,30.567039,77.237415,Rock              Slide,NA,
2332,HP/SIR/53F02/2017/35,Sirmur,,30.567039,77.237415,Rock              Slide,NA,
2333,HP/SIR/53F06/2017/299,Sirmur,"Rama, NahanRama Don road",30.56707,77.380899,Rock              Slide,NA,
2334,HP/SIR/53F10/2017/164,Sirmur,North of Barwa,30.567127,77.657649,Rock cum debris   Slide,NA,
2335,HP/SIR/53F06/2017/367,Sirmur,Torwali,30.567215,77.493903,Rock              Slide,NA,
2336,HP/SIR/53F06/2017/294,Sirmur,"Daghera R.F., NahanBirla road",30.567436,77.387334,Rock              Slide,NA,
2337,HP/SIR/53F14/2017/16,Sirmur,Nigali R.F.,30.567458,77.766471,Rock              Slide,NA,
2338,HP/SIR/53F06/2017/376,Sirmur,Rohas,30.567475,77.400705,Rock cum debris   Slide,NA,
2339,HP/SIR/53F02/2017/63,Sirmur,Near Lehi village,30.567499,77.186832,Rock              Slide,NA,
2340,HP/SIR/53F06/2017/374,Sirmur,Rohas,30.567611,77.401175,Rock              Slide,NA,
2341,HP/SIR/53F06/2017/306,Sirmur,Rohas,30.567634,77.40092,Rock              Slide,NA,
2342,HP/SIR/53F06/2017/375,Sirmur,Rohas,30.567684,77.400445,Rock              Slide,NA,
2343,HP/SIR/53F06/2017/372,Sirmur,Rohas,30.56769,77.399598,Rock cum debris   Slide,NA,
2344,HP/SIR/53F10/2017/51,Sirmur,"Sataun, DadahuSataun road",30.56773,77.636011,Rock              Slide,NA,
2345,HP/SIR/53F06/2017/307,Sirmur,Rohas,30.567809,77.400231,Rock cum debris   Slide,NA,
2346,HP/SIR/53F02/2017/64,Sirmur,LehiKaulawala bhood road,30.568351,77.187204,Rock              Slide,NA,
2347,HP/SIR/53F10/2017/57,Sirmur,Dabra,30.5686,77.519308,Rock              Slide,NA,
2348,HP/SIR/53F06/2017/361,Sirmur,Kansar R.F.,30.568784,77.497862,Rock cum debris   Slide,NA,
2349,HP/SIR/53F02/2017/65,Sirmur,LehiKaulawala bhood road,30.569253,77.18782,Rock              Slide,NA,
2350,HP/SIR/53F10/2017/54,Sirmur,North of Baneri,30.569359,77.509781,Rock              Slide,NA,
2351,HP/SIR/53F10/2017/46,Sirmur,"Sataun, DadahuSataun road",30.569415,77.630775,Rock              Slide,NA,
2352,HP/SIR/53F10/2017/53,Sirmur,North of Baneri,30.56942,77.507564,Rock              Slide,NA,
2353,HP/SIR/53F10/2017/35,Sirmur,"Jhankar, DadahuSataun road",30.569503,77.609317,Rock cum debris   Slide,NA,
2354,HP/SIR/53F10/2017/50,Sirmur,"Sataun, DadahuSataun road",30.569554,77.633772,Rock              Slide,NA,
2355,HP/SIR/53F06/2017/365,Sirmur,Torwali,30.569842,77.476005,Rock              Slide,NA,
