Sl_No,Slide_No,District,Location,Latitude,Longitude,Material_Involved,Movement,History
5492,HP/MAN/53E03/2015/321,Mandi,,31.467444,77.023417,Rock,Slide,2015
5493,HP/MAN/53E03/2015/322,Mandi,,31.467583,77.023333,Rock,Slide,2015
5494,HP/SHI/53E15/2016/96,Shimla,Bagawat village link road,31.4678,77.831,Debris,Slide,2008
5495,HP/SHI/53E15/2016/95,Shimla,Bagawat village link road,31.4679,77.8308,Debris,Slide,2008
5496,HP/SHI/53E11/2016/101,Shimla,Dashada,31.468472,77.683417,Rock            Slide,NA,
5497,HP/MAN/53E03/2015/323,Mandi,,31.468694,77.022917,Rock            Topple,NA,
5498,HP/MAN/53A15/2015/112,Mandi,,31.468944,76.866083,Debris          Slide,NA,
5499,HP/MAN/53E03/2015/325,Mandi,,31.469167,77.023611,Debris,Slide,2015
5500,HP/SHI/53E11/2016/66,Shimla,Dashada,31.469306,77.686361,Rock            Slide,NA,
5501,HP/SHI/53E15/2016/86,Shimla,"Left bank of Buri Khad, near",31.4699,77.759,Debris,Slide,2008
5502,HP/SHI/53E11/2016/8,Shimla,Barauri Gad,31.469972,77.705028,Debris          Slide,NA,
5503,HP/MAN/53E03/2015/326,Mandi,,31.470556,77.019444,Debris          Slide,NA,
5504,HP/SHI/53E11/2016/68,Shimla,,31.470639,77.693722,Debris          Slide,NA,
5505,HP/SHI/53E15/2016/99,Shimla,Near Kinnu - Mashnu road,31.471,77.7968,Debris,Slide,2012
5506,HP/SHI/53E15/2016/85,Shimla,"Left bank of Buri Khad, near",31.471,77.7596,Debris,Slide,2008
5507,HP/SHI/53E11/2016/24,Shimla,Dashada,31.472167,77.693417,Debris          Slide,NA,
5508,HP/KUL/53E07/2016/81,Kullu,"GADHARI,NH-305",31.472389,77.423222,Rock            Slide,NA,
5509,HP/SHI/53E15/2016/65,Shimla,Rampur -Mishnu road,31.4724,77.7515,Debris,Slide,2011
5510,HP/MAN/53A15/2015/220,Mandi,,31.472889,76.978972,Debris          Slide,NA,
5511,HP/BIL/53A11/2018/28,Bilaspur,Palsoti,31.472966,76.725561,Debris          Slide,NA,
5512,HP/BIL/53A11/2018/39,Bilaspur,Palsoti,31.473431,76.725488,Debris          Slide,NA,
5513,HP/MAN/53A15/2015/179,Mandi,,31.473768,76.937481,Debris          Slide,NA,
5514,HP/MAN/53A15/2015/219,Mandi,,31.474056,76.980694,Debris          Slide,NA,
5515,HP/SHI/53E15/2016/69,Shimla,Near Kunni village- Rampur -,31.4741,77.7884,Debris          Slide,NA,
5516,HP/BIL/53A11/2018/36,Bilaspur,Glasy,31.47428,76.70677,Debris          Slide,NA,
5517,HP/SHI/53E15/2016/84,Shimla,"Left bank of Buri Khad, near",31.4753,77.7623,Debris,Slide,2014
5518,HP/MAN/53A15/2015/181,Mandi,,31.475778,76.935939,Debris          Slide,NA,
5519,HP/MAN/53A15/2015/180,Mandi,,31.475922,76.935669,Debris          Slide,NA,
5520,HP/MAN/53A15/2015/143,Mandi,,31.476072,76.972735,Debris          Slide,NA,
5521,HP/SHI/53E15/2016/106,Shimla,Near Pithwi road,31.4762,77.7887,Debris,Slide,2014
5522,HP/SHI/53E15/2016/105,Shimla,Near Pithwi road,31.4763,77.7885,Debris,Slide,2014
5523,HP/MAN/53A15/2015/221,Mandi,,31.476556,76.982306,Rock            Fall,NA,
5524,HP/MAN/53A15/2015/264,Mandi,,31.476583,76.866306,Debris,Slide,2015
5525,HP/SHI/53E15/2016/83,Shimla,"Left bank of Manglad Khad,",31.4769,77.7635,Debris,Slide,2008
5526,HP/BIL/53A11/2018/31,Bilaspur,Palsoti,31.476992,76.726122,Debris          Slide,NA,
5527,HP/SHI/53E11/2016/19,Shimla,"Brauni, NH-05",31.477056,77.685139,Rock            Slide,NA,
5528,HP/SHI/53E15/2016/82,Shimla,"Left bank of Manglad Khad,",31.4771,77.7644,Debris,Slide,2008
5529,HP/MAN/53E03/2015/150,Mandi,,31.478056,77.021111,Debris          Slide,NA,
5530,HP/BIL/53A11/2018/46,Bilaspur,Paniala,31.478496,76.726436,Rock            Slide,NA,
5531,HP/MAN/53E03/2015/155,Mandi,,31.478507,77.104096,Debris          Slide,NA,
5532,HP/MAN/53A15/2015/178,Mandi,,31.47898,76.936939,Debris          Slide,NA,
5533,HP/MAN/53A15/2015/107,Mandi,,31.479778,76.978167,Rock            Slide,NA,
5534,HP/SHI/53E15/2016/81,Shimla,Left bank of Manglad Khad,31.4801,77.7633,Debris,Slide,2008
5535,HP/MAN/53A15/2015/216,Mandi,,31.480139,76.978667,Rock            Slide,NA,
5536,HP/MAN/53A15/2015/218,Mandi,,31.480333,76.979556,Rock            Slide,NA,
5537,HP/SHI/53E15/2016/48,Shimla,Mashnu - Gharat road,31.4809,77.7807,Debris          Fall,NA,
5538,HP/MAN/53E03/2015/327,Mandi,,31.481389,77.016111,Debris,Slide,2015
5539,HP/SHI/53E15/2016/64,Shimla,Near Majehwali- Ratanpur road,31.4814,77.7521,Debris,Slide,2011
5540,HP/SHI/53E15/2016/33,Shimla,"Near Majehwali, Left bank of",31.4815,77.7654,Debris,Slide,2008
5541,HP/MAN/53A15/2015/262,Mandi,,31.482194,76.871361,Rock            Slide,NA,
5542,HP/MAN/53A15/2015/263,Mandi,,31.482194,76.871361,Rock,Slide,2015
5543,HP/BIL/53A11/2018/18,Bilaspur,Harlog link road,31.482253,76.748987,Rock            Slide,NA,
5544,HP/SHI/53E11/2016/92,Shimla,Jhakri,31.482278,77.694694,Debris          Slide,NA,
5545,HP/MAN/53E03/2015/324,Mandi,,31.482333,77.023342,Rock            Slide,NA,
5546,HP/SHI/53E15/2016/46,Shimla,Mashnu - Gharat road,31.4825,77.7813,Debris,Slide,2013
5547,HP/SHI/53E15/2016/100,Shimla,Near Pithwi road,31.4835,77.7861,Debris,Slide,2013
5548,HP/SHI/53E15/2016/97,Shimla,Near Pithwi road,31.4836,77.787,Debris,Slide,2013
5549,HP/MAN/53E03/2015/157,Mandi,,31.483613,77.097351,Debris          Slide,NA,
5550,HP/MAN/53A15/2015/222,Mandi,,31.483667,76.979833,Rock            Slide,NA,
5551,HP/SHI/53E11/2016/28,Shimla,Jhakri,31.483722,77.69425,Rock            Slide,NA,
5552,HP/MAN/53A15/2015/223,Mandi,,31.4839,76.980944,Rock            Slide,NA,
5553,HP/SHI/53E15/2016/101,Shimla,Near Pithwi road,31.4839,77.7868,Debris,Slide,2013
5554,HP/SHI/53E15/2016/102,Shimla,Near Pithwi road,31.4841,77.7875,Debris,Slide,2014
5555,HP/SHI/53E11/2016/91,Shimla,Jhakri,31.484361,77.693722,Rock            Slide,NA,
5556,HP/SHI/53E15/2016/104,Shimla,Near Pithwi road,31.4844,77.7895,Debris,Slide,2014
5557,HP/SHI/53E15/2016/32,Shimla,Near Majehwali - Ratanpur road,31.4846,77.7646,Debris,Slide,2014
5558,HP/BIL/53A11/2018/23,Bilaspur,Near Harlog village,31.484872,76.749791,Rock            Slide,NA,
5559,HP/SHI/53E15/2016/103,Shimla,Near Pithwi road,31.4849,77.7896,Debris,Slide,2014
5560,HP/SHI/53E11/2016/29,Shimla,Jhakri,31.485056,77.69,Rock              Creep,NA,
5561,HP/SHI/53E15/2016/98,Shimla,Near Pithwi road,31.4852,77.7902,Debris,Slide,2014
5562,HP/BIL/53A11/2018/32,Bilaspur,,31.485209,76.74558,Rock              Slide,NA,
5563,HP/KUL/53E07/2016/12,Kullu,BUNG BINDRABAN,31.485444,77.415889,Debris            Slide,NA,
5564,HP/SHI/53E11/2016/30,Shimla,Jhakri,31.485639,77.694417,Debris            Slide,NA,
5565,HP/SHI/53E15/2016/31,Shimla,"Near Majehwali village,Power",31.486,77.7677,Debris,Slide,2014
5566,HP/MAN/53A15/2015/174,Mandi,,31.486309,76.919012,Debris            Slide,NA,
5567,HP/BIL/53A11/2018/39,Bilaspur,Palsoti,31.48635,76.745336,Rock              Slide,NA,
5568,HP/SHI/53E11/2016/31,Shimla,Jhakri,31.486528,77.693528,Debris            Slide,NA,
5569,HP/MAN/53A15/2015/154,Mandi,,31.486866,76.918407,Debris            Slide,NA,
5570,HP/SHI/53E11/2016/15,Shimla,Jakhi,31.486889,77.693083,Debris            Slide,NA,
5571,HP/SHI/53E15/2016/143,Shimla,Kurgu village,31.4882,77.7827,Debris            Fall,NA,
5572,HP/SHI/53E11/2016/27,Shimla,Goplapur,31.488833,77.748639,Debris            Slide,NA,
5573,HP/MAN/53E03/2015/156,Mandi,,31.48905,77.074652,Debris            Slide,NA,
5574,HP/MAN/53A15/2015/177,Mandi,,31.489063,76.898423,Debris            Slide,NA,
5575,HP/MAN/53E03/2015/328,Mandi,,31.490278,77.016667,Rock              Slide,NA,
5576,HP/MAN/53E03/2015/330,Mandi,,31.491389,77.018611,Debris            Slide,NA,
5577,HP/MAN/53E03/2015/151,Mandi,,31.492056,77.086913,Rock              Slide,NA,
5578,HP/BIL/53A11/2018/40,Bilaspur,Paniala,31.494605,76.728114,Debris            Slide,NA,
5579,HP/SHI/53E11/2016/35,Shimla,Jhakri,31.494694,77.696083,Rock              Slide,NA,
5580,HP/MAN/53A15/2015/52,Mandi,,31.49602,76.930852,Debris            Slide,NA,
5581,HP/SHI/53E15/2016/20,Shimla,Right bank of Manglad Khad,31.4961,77.7618,Debris,Slide,2014
5582,HP/KUL/53E11/2016/9,Kullu,PAJANDA,31.498833,77.535528,Rock              Composite,NA,
5583,HP/MAN/53A14/2015/323,Mandi,"Chaumukhi,NH 21",31.500456,76.873523,Rock              Slide,NA,
5584,HP/KUL/53E10/2016/35,Kullu,Shalat,31.501,77.551,Rock              Slide,NA,
5585,HP/UNA/53A06/2018/5,Una,Mandli-Raipur Marg,31.501728,76.390533,Debris            Slide,NA,
5586,HP/SHI/53E10/2016/3,Shimla,"Gaso, NH-22",31.501958,77.715174,Debris            Fall,NA,
5587,HP/SHI/53E10/2016/1,Shimla,"Gaso, NH-22",31.502677,77.718566,Debris            Slide,NA,
5588,HP/KUL/53E10/2016/41,Kullu,Sikan,31.502952,77.552995,Rock cum debris   Slide,NA,
5589,HP/KUL/53E10/2016/7,Kullu,Sikan,31.503018,77.550619,Rock              Slide,NA,
5590,HP/KUL/53E10/2016/4,Kullu,Sikan,31.503776,77.551342,Rock              Slide,NA,
5591,HP/MAN/53A14/2015/330,Mandi,"Chaumukhi,NH 21",31.505179,76.874903,Rock              Slide,NA,
5592,HP/MAN/53A14/2015/329,Mandi,"Chaumukhi,NH 21",31.505636,76.875234,Debris            Slide,NA,
5593,HP/KUL/53E10/2016/10,Kullu,W of Kindla,31.505909,77.702348,Rock              Slide,NA,
5594,HP/MAN/53A14/2015/328,Mandi,"Chaumukhi,NH 21",31.505919,76.875198,Rock cum debris   Slide,NA,
5595,HP/KUL/53E06/2016/121,Kullu,Dogri,31.507,77.406,Debris            Slide,NA,
5596,HP/KUL/53E06/2016/91,Kullu,Dogri,31.507,77.409,Debris            Slide,NA,
5597,HP/MAN/53A14/2015/327,Mandi,"Chaumukhi,NH 21",31.507053,76.87491,Rock              Slide,NA,
5598,HP/MAN/53A14/2015/332,Mandi,Naura PF,31.508,76.944,Rock              Slide,NA,
5599,HP/KIN/53E14/2016/34,Kinnaur,Near Chot - Kanda village,31.5085,77.9697,Debris,Slide,2004
5600,HP/KIN/53E14/2016/33,Kinnaur,Near Chot - Kanda village,31.5089,77.9645,Debris,Slide,2004
5601,HP/KIN/53E14/2016/35,Kinnaur,Near Chot - Kanda village,31.5089,77.9679,Debris,Slide,2004
5602,HP/MAN/53A14/2015/335,Mandi,Near Naura,31.50953,76.934773,Rock              Slide,NA,
5603,HP/MAN/53A14/2015/348,Mandi,"Mechhna,NH 21",31.512402,76.87501,Debris            Slide,NA,
5604,HP/MAN/53A14/2015/331,Mandi,NW of Ropri,31.513953,76.932246,Rock              Slide,NA,
5605,HP/KUL/53E06/2016/53,Kullu,Raupa,31.514,77.409,Debris            Slide,NA,
5606,HP/SHI/53E14/2016/127,Shimla,West of Kotla,31.514952,77.754392,Rock              Slide,NA,
5607,HP/MAN/53A14/2015/333,Mandi,Naura PF,31.516,76.955,Rock              Slide,NA,
5608,HP/SHI/53E14/2016/122,Shimla,West of Kotla,31.516,77.757,Debris            Slide,NA,
5609,HP/SHI/53E14/2016/126,Shimla,West of Kotla,31.516133,77.753339,Rock              Slide,NA,
5610,HP/KUL/53E06/2016/59,Kullu,Shahi Gad,31.516226,77.414864,Debris            Slide,NA,
5611,HP/KUL/53E14/2016/96,Kullu,Rai Gad,31.516572,77.791754,Debris            Slide,NA,
5612,HP/MAN/53A14/2015/334,Mandi,Naura PF,31.517,76.954,Rock              Slide,NA,
5613,HP/KUL/53E06/2016/139,Kullu,Near Khanang,31.517071,77.405926,Rock cum debris   Slide,NA,
5614,HP/KUL/53E06/2016/28,Kullu,Shahi gad Shahi Gad,31.518799,77.419779,Debris,Slide,2003
5615,HP/KUL/53E06/2016/3,Kullu,Shahi gad Shai Gad,31.519192,77.419157,Debris,Slide,2000
5616,HP/KUL/53E06/2016/57,Kullu,Shahi Gad,31.519218,77.417408,Debris,Slide,2003
5617,HP/KUL/53E06/2016/4,Kullu,Shahi gad Shahi Gad,31.519512,77.417872,Debris,Slide,2003
5618,HP/KUL/53E06/2016/11,Kullu,Ramatan,31.520469,77.41117,Debris            Slide,NA,
5619,HP/MAN/53A14/2015/352,Mandi,Bannan,31.521245,76.92756,Rock              Slide,NA,
5620,HP/KIN/53I02/2018/1,Kinnaur,Urni,31.52154,78.12664,Debris            Slide,NA,
5621,HP/KIN/53I02/2018/2,Kinnaur,Near Tapri,31.52167,78.13348,Debris            Slide,NA,
5622,HP/KIN/53E14/2016/30,Kinnaur,Right bank of Panchot Khad,31.5218,77.9817,Debris,Slide,2004
5623,HP/KUL/53E10/2016/36,Kullu,Dogri,31.522011,77.686259,Rock              Slide,NA,
5624,HP/KIN/53E14/2016/12,Kinnaur,"Near Chout Kanda village,",31.5225,77.9713,Debris            Slide,NA,
5625,HP/KUL/53E06/2016/58,Kullu,"Gal,NH 305",31.522647,77.402893,Debris            Slide,NA,
5626,HP/MAN/53E06/2016/144,Mandi,Kandidhar,31.523,77.292,Rock              Slide,NA,
5627,HP/KUL/53E10/2016/29,Kullu,S of Dogri,31.523847,77.686826,Rock              Slide,NA,
5628,HP/MAN/53A09/2018/1,Mandi,,31.524389,76.737806,Debris            Subsidence,NA,
5629,HP/KUL/53E06/2016/2,Kullu,Shahi gad Shai Gad,31.524505,77.420686,Debris,Slide,2000
5630,HP/KIN/53E15/2016/23,Kinnaur,Right bank of Solding Khad,31.5252,77.9174,Debris,Slide,2011
5631,HP/KIN/53E15/2016/22,Kinnaur,Right bank of Solding Khad,31.5259,77.9165,Debris,Slide,2011
5632,HP/KUL/53E06/2016/120,Kullu,Rashand,31.526068,77.399496,Rock              Slide,NA,
5633,HP/KUL/53E06/2016/7,Kullu,Buwai,31.52727,77.402439,Debris,Slide,2003
5634,HP/KUL/53E10/2016/11,Kullu,South of Chhilar,31.528093,77.564507,Rock              Fall,NA,
5635,HP/KIN/53E15/2016/21,Kinnaur,Right bank of Solding Khad,31.529,77.9162,Debris,Slide,2011
5636,HP/KUL/53E10/2016/17,Kullu,South of Chhilar,31.529201,77.566091,Rock              Slide,NA,
5637,HP/SHI/53E14/2016/119,Shimla,North of Kotla,31.529459,77.75353,Rock              Slide,NA,
5638,HP/KIN/53E14/2016/55,Kinnaur,"Nichar forest, Nichar - Chout",31.5295,77.9779,Debris            Slide,NA,
5639,HP/KUL/53E06/2016/140,Kullu,Oari Thach,31.529799,77.337534,Rock              Slide,NA,
5640,HP/KUL/53E06/2016/141,Kullu,Oari Thach,31.530345,77.332414,Rock              Slide,NA,
5641,HP/KUL/53E06/2016/23,Kullu,North of Jharaunu,31.530394,77.389595,Rock cum debris   Slide,NA,
5642,HP/KUL/53E06/2016/12,Kullu,Alutu P.F,31.530974,77.382122,Rock cum debris   Subsidence,NA,
5643,HP/SHI/53E14/2016/118,Shimla,Kaowil,31.531891,77.751954,Rock              Slide,NA,
5644,HP/KIN/53E14/2016/14,Kinnaur,Chot - Kanda village,31.5326,77.9801,Debris            Slide,NA,
5645,HP/KUL/53E10/2016/14,Kullu,Chhilar,31.533,77.574,Rock              Slide,NA,
5646,HP/KIN/53E14/2016/9,Kinnaur,"Near Bari village, Left bank of",31.5334,77.9095,Debris            Slide,NA,
5647,HP/KUL/53E06/2016/22,Kullu,North of Buwai,31.533677,77.393729,Debris            Slide,NA,
5648,HP/KUL/53E10/2016/22,Kullu,Neo Kundar,31.533724,77.701169,Rock cum debris   Slide,NA,
5649,HP/KUL/53E06/2016/5,Kullu,North of Buwai,31.533745,77.391748,Debris            Slide,NA,
5650,HP/SHI/53E14/2016/95,Shimla,NW of Jeori,31.533759,77.770637,Debris            Slide,NA,
5651,HP/KUL/53E10/2016/9,Kullu,Barijan,31.534,77.669,Debris            Slide,NA,
5652,HP/KIN/53E14/2016/52,Kinnaur,"Nichar Chot, Nichar - Chout",31.5343,77.9813,Rock              Slide,NA,
5653,HP/KUL/53E06/2016/39,Kullu,"Jalori, NH 305",31.536389,77.372309,Debris            Subsidence,NA,
5654,HP/KIN/53E14/2016/26,Kinnaur,Left bank of Solding Khad,31.5365,77.9086,Debris,Slide,2010
5655,HP/MAN/53A10/2018/1,Mandi,,31.536583,76.534306,Debris            Slide,NA,
5656,HP/KUL/53E10/2016/18,Kullu,Neo Kundar,31.536667,77.699076,Rock              Slide,NA,
5657,HP/SHI/53E14/2016/115,Shimla,North of Jeori,31.537,77.77,Rock cum debris   Slide,NA,
5658,HP/KIN/53I06/2018/3,Kinnaur,Reckong Peo,31.53742,77.28949,Rock cum debris   Slide,NA,
5659,HP/KUL/53E06/2016/29,Kullu,"Jalora,NH 305",31.537558,77.370625,Debris            Slide,NA,
5660,HP/KIN/53E14/2016/29,Kinnaur,Left bank of Solding Khad,31.5385,77.9039,Debris,Slide,2010
5661,HP/Shimla/53E/14/2021/01,Shimla,#N/A #N/A,31.53866667,77.78386389,Rock              Slide,NA,
5662,HP/KIN/53E14/2016/57,Shimla,Kandlu Chaunda,31.538673,77.83723,Rock              Slide,NA,
5663,HP/MAN/53A10/2018/2,Mandi,,31.539222,76.531056,Debris            Slide,NA,
5664,HP/KUL/53E10/2016/23,Kullu,Dogri,31.539238,77.706786,Debris            Slide,NA,
5665,HP/KIN/53E14/2016/53,Kinnaur,"Nichar Chot, Nichar - Chout",31.5393,77.9861,Rock              Slide,NA,
5666,HP/KUL/53E06/2016/30,Kullu,"NE of Jalori,NH 305",31.54009,77.37928,Rock cum debris,Slide,2000
5667,HP/KIN/53E14/2016/3,Kinnaur,Near Burcha Wangtu - Burcha,31.5411,77.9992,Debris            Slide,NA,
5668,HP/KIN/53E14/2016/80,Kinnaur,"Nichar forest, Nichar - Chout",31.5416,77.9886,Debris            Slide,NA,
5669,HP/KIN/53E14/2016/27,Kinnaur,Left bank of Solding Khad,31.5418,77.9051,Debris,Slide,2010
5670,HP/BIL/53A06/2018/2,Bilaspur,Lama,31.542146,76.274045,Debris            Slide,NA,
5671,HP/KUL/53E06/2016/35,Kullu,"NE of Jalori,NH 305",31.542157,77.381474,Rock cum debris,Slide,2000
5672,HP/KIN/53E14/2016/28,Kinnaur,Left bank of Solding Khad,31.5424,77.9091,Debris,Slide,2010
5673,HP/MAN/53A14/2015/350,Mandi,Near Leda,31.542453,76.835807,Rock              Slide,NA,
5674,HP/MAN/53E02/2015/148,Mandi,Bagi village road,31.542556,77.094917,Rock cum debris   Slide,NA,
5675,HP/SHI/53E14/2016/105,Shimla,Shinti,31.542803,77.77108,Rock              Slide,NA,
5676,HP/MAN/53E02/2015/149,Mandi,Bagi village road,31.543361,77.089917,Rock cum debris   Slide,NA,
5677,HP/BIL/53A06/2018/3,Bilaspur,Lama,31.543511,76.2744,Debris            Slide,NA,
5678,HP/KUL/53E10/2016/12,Kullu,Badar,31.543735,77.567992,Rock              Slide,NA,
5679,HP/KUL/53E06/2016/133,Kullu,Bali Chowki,31.544724,77.266896,Rock              Slide,NA,
5680,HP/KUL/53E10/2016/28,Kullu,Sagopha,31.545376,77.54561,Rock              Fall,NA,
5681,HP/KIN/53E14/2016/36,Kinnaur,Right bank of Solding Khad,31.5459,77.9135,Debris,Slide,2011
5682,HP/MAN/53E02/2015/150,Mandi,Bagi village road,31.546056,77.076611,Rock cum debris   Slide,NA,
5683,HP/SHI/53E14/2016/117,Shimla,Madara,31.546569,77.780994,Rock              Fall,NA,
5684,HP/MAN/53E02/2015/126,Mandi,Lag valley,31.546611,77.20825,Debris            Slide,NA,
5685,HP/SHI/53E14/2016/123,Shimla,S of Madhara,31.546664,77.776478,Rock cum debris   Slide,NA,
5686,HP/KUL/53E10/2016/6,Kullu,Damah,31.546743,77.566484,Debris            Slide,NA,
5687,HP/KIN/53E14/2016/6,Kinnaur,Right bank of Solding Khad,31.5471,77.9101,Debris,Slide,2014
5688,HP/KIN/53E14/2016/1,Kinnaur,Right bank of Solding Khad(,31.5471,77.9101,Debris,Slide,2014
5689,HP/KUL/53E10/2016/5,Kullu,Damah,31.547476,77.56661,Debris            Slide,NA,
5690,HP/KIN/53E14/2016/2,Kinnaur,"Near Nichar, Pilingi - Nichar",31.5478,77.9816,Debris,Slide,2010
5691,HP/MAN/53A10/2018/3,Mandi,Khelag,31.548083,76.5675,Debris            Slide,NA,
5692,HP/MAN/53A10/2018/4,Mandi,,31.548417,76.566417,Debris            Slide,NA,
5693,HP/MAN/53A10/2018/5,Mandi,,31.548528,76.564278,Debris            Slide,NA,
5694,HP/KUL/53E10/2016/40,Kullu,Sikaseri,31.549,77.701,Debris            Slide,NA,
5695,HP/KUL/53E06/2016/25,Kullu,"North of Jalori,NH 305",31.549424,77.377331,Rock cum debris   Slide,NA,
5696,HP/KIN/53E14/2016/8,Kinnaur,"Near Bari village, Left bank of",31.5497,77.9101,Debris,Slide,2010
5697,HP/KIN/53E14/2016/85,Kinnaur,Near Kangos village Nichar link,31.5497,77.9215,Debris            Slide,NA,
5698,HP/KUL/53E10/2016/8,Kullu,S of Malua,31.549712,77.681945,Debris            Slide,NA,
5699,HP/KUL/53E10/2016/27,Kullu,Kalidhar,31.550923,77.675566,Debris            Slide,NA,
5700,HP/KIN/53E14/2016/10,Kinnaur,Nichar Eklavya school,31.5516,77.9723,Debris,Slide,2008
5701,HP/KIN/53E14/2016/49,Kinnaur,"Palingini village, Nichar link",31.5517,77.9187,Debris            Slide,NA,
5702,HP/KIN/53E14/2016/56,Kinnaur,"Near Kangos village, Nichar link",31.5521,77.9635,Debris            Slide,NA,
5703,HP/KIN/53E14/2016/50,Kinnaur,Near Solding NH-22,31.5523,77.9152,Debris            Slide,NA,
5704,HP/SHI/53E14/2016/106,Shimla,Kiao,31.55258,77.784831,Rock              Slide,NA,
5705,HP/MAN/53A10/2018/6,Mandi,,31.552611,76.522083,Debris            Slide,NA,
5706,HP/KIN/53E14/2016/48,Kinnaur,"Palingini village, Nichar link road",31.5529,77.9194,Debris            Slide,NA,
5707,HP/KUL/53E10/2016/13,Kullu,Kandoshila,31.553,77.546,Rock cum debris,Slide,2014
5708,HP/KIN/53E14/2016/91,Kinnaur,Near Solding bridge NH-22,31.5531,77.9126,Rock              Fall,NA,
5709,HP/KIN/53E14/2016/42,Kinnaur,Left bank of Solding Khad,31.5533,77.9054,Debris            Slide,NA,
5710,HP/SHI/53E14/2016/107,Shimla,Kiao,31.553734,77.786244,Rock              Slide,NA,
5711,HP/MAN/53E02/2015/127,Mandi,Lag valley,31.553806,77.203611,Debris            Slide,NA,
5712,HP/MAN/53E02/2015/128,Mandi,Lag valley,31.554444,77.204444,Debris            Slide,NA,
5713,HP/MAN/53E02/2015/130,Mandi,Chail Chawk-Gogar Pandoh,31.5545,77.196778,Debris            Slide,NA,
5714,HP/SHI/53E14/2016/108,Shimla,Kiao,31.554684,77.78922,Rock              Slide,NA,
5715,HP/KUL/53E10/2016/20,Kullu,North of jaon,31.555,77.573,Debris            Slide,NA,
5716,HP/SHI/53E14/2016/120,Shimla,North of Dharail,31.555,77.809,Rock              Slide,NA,
5717,HP/KUL/53E10/2016/15,Kullu,Sarahan,31.555057,77.527401,Rock              Fall,NA,
5718,HP/HAM/53A09/2018/2,Hamirpur,Sivnagar - Bhauda road,31.555167,76.680417,Debris            Slide,NA,
5719,HP/MAN/53E02/2015/129,Mandi,Chail Chawk-Gogar Pandoh,31.555639,77.20375,Debris            Slide,NA,
5720,HP/KUL/53E06/2016/36,Kullu,"North of Jalori,NH 305",31.556248,77.37588,Rock cum debris   Slide,NA,
5721,HP/SHI/53E14/2016/116,Shimla,Bara Bond,31.556529,77.807827,Debris            Slide,NA,
5722,HP/KUL/53E10/2016/31,Kullu,Bahan,31.556553,77.664333,Rock cum debris   Slide,NA,
5723,HP/KUL/53E10/2016/16,Kullu,Sarahan,31.556753,77.527724,Rock              Fall,NA,
5724,HP/KIN/53E14/2016/70,Kinnaur,NH-72,31.557,77.9243,Rock              Fall,NA,
5725,HP/SHI/53E14/2016/109,Shimla,South of Kuthru,31.557164,77.808401,Rock              Slide,NA,
5726,HP/MAN/53E02/2015/133,Mandi,Chail Chawk-Gogar Pandoh,31.557222,77.1905,Rock cum debris   Slide,NA,
5727,HP/KIN/53E14/2016/44,Kinnaur,NH-22,31.5575,77.9952,Debris            Slide,NA,
5728,HP/KIN/53E14/2016/17,Kinnaur,Near Naptha Damnh - 22/ Right,31.5576,77.9986,Debris,Slide,2015
5729,HP/KUL/53E10/2016/39,Kullu,Jaon,31.558,77.574,Debris,Slide,2014
5730,HP/KUL/53E06/2016/6,Kullu,"Shojha,NH 305, MS 60",31.558,77.369,Debris,Slide,2013
5731,HP/MAN/53E02/2015/134,Mandi,Chail Chawk-Gogar Pandoh,31.558111,77.188472,Rock cum debris   Slide,NA,
5732,HP/MAN/53E02/2015/132,Mandi,Chail Chawk-Gogar Pandoh,31.558333,77.192917,Rock cum debris   Slide,NA,
5733,HP/KUL/53E06/2016/46,Kullu,"Shojha,NH 305",31.558414,77.370131,Debris            Slide,NA,
5734,HP/KIN/53E14/2016/7,Kinnaur,Left bank of Satluj NH-22,31.5587,77.9063,Rock              Fall,NA,
5735,HP/KIN/53E14/2016/67,Kinnaur,Left bank of Satluj NH-22,31.5587,77.9063,Rock              Fall,NA,
5736,HP/MAN/53E02/2015/131,Mandi,Chail Chawk-Gogar Pandoh,31.558722,77.194167,Debris            Slide,NA,
5737,HP/KUL/53E06/2016/37,Kullu,"Shojha,NH 305",31.558968,77.374525,Rock              Slide,NA,
5738,HP/MAN/53E02/2015/147,Mandi,Bagi village road,31.559083,77.114528,Rock cum debris   Slide,NA,
5739,HP/KUL/53E06/2016/143,Kullu,"Shojha,NH 305",31.55925,77.368416,Debris            Slide,NA,
5740,HP/KUL/53E06/2016/43,Kullu,"Shojha,NH 305",31.559267,77.368416,Debris            Slide,NA,
5741,HP/KIN/53E14/2016/13,Kinnaur,Near Naptha Damnh - 22/ Right,31.5593,77.9967,Earth             Topple,NA,
5742,HP/KUL/53E10/2016/21,Kullu,Jaon,31.56,77.571,Debris            Slide,NA,
5743,HP/KIN/53E14/2016/84,Kinnaur,NH22,31.56,77.9028,Rock              Topple,NA,
5744,HP/KIN/53E14/2016/69,Kinnaur,NH-72,31.5608,77.9771,Rock              Fall,NA,
5745,HP/KUL/53E06/2016/40,Kullu,"Jain,NH 305",31.560923,77.368597,Debris,Slide,2011
5746,HP/KUL/53E10/2016/19,Kullu,North of jaon,31.561,77.574,Debris            Slide,NA,
5747,HP/MAN/53A10/2018/7,Mandi,SH-32,31.561,76.571639,Debris            Slide,NA,
