State,District,Latitude,Longitude,slope_deg,rainfall_mm,soil_moisture_mm,label
Assam,Kamrup,26.15052778,91.72766667,4.11,20.97540984,0.476473019,1
Assam,Kamrup,26.16405556,91.72827778,3.03,20.97540984,0.476473019,1
Assam,Dima Hasao,25.425403,92.982053,3.34,8.835655738,0.458326947,1
Assam,Dima Hasao,25.27898,93.241092,6.86,8.835655738,0.458326947,1
Assam,Dima Hasao,25.10275,92.986944,7.78,8.835655738,0.458326947,1
Assam,Dima Hasao,25.10292,92.986883,7.78,8.835655738,0.458326947,1
Assam,Dima Hasao,25.105414,92.972784,2.93,8.835655738,0.458326947,1
Assam,Dima Hasao,25.106,93.001,9.34,8.835655738,0.458326947,1
Assam,Dima Hasao,25.106956,92.991363,9.03,8.835655738,0.458326947,1
Assam,Dima Hasao,25.107,93.002,6.36,8.835655738,0.458326947,1
Assam,Dima Hasao,25.107546,92.885543,4.21,8.835655738,0.458326947,1
Assam,Dima Hasao,25.108,93.003,4.21,8.835655738,0.458326947,1
Assam,Dima Hasao,25.108759,92.978048,1.54,8.835655738,0.458326947,1
Assam,Dima Hasao,25.108806,92.975139,2.67,8.835655738,0.458326947,1
Assam,Dima Hasao,25.108877,92.929125,5.08,8.835655738,0.458326947,1
Assam,Dima Hasao,25.11219,92.86881,1.03,8.835655738,0.458326947,1
Assam,Dima Hasao,25.11286,92.87756,2.73,8.835655738,0.458326947,1
Arunachal Pradesh,Tirap,26.897502,95.542612,20.4,13.67754098,0.489700376,1
Assam,Dima Hasao,25.241135,93.007627,5.29,8.835655738,0.458326947,1
Assam,Dima Hasao,25.245448,93.003937,0.72,8.835655738,0.458326947,1
Assam,Kamrup,25.757752,91.252285,1.9,20.60245902,0.479001366,1
Assam,Kamrup (Metro),26.238016,91.945953,0.05,14.00163934,0.466809768,1
Assam,Kamrup,25.872268,91.213965,6.46,25.59508197,0.475494877,1
Assam,Kamrup (Metro),26.184324,91.855395,7.67,12.98606557,0.462314208,1
Assam,Kamrup (Metro),26.11956,92.052125,1.39,11.35737705,0.45445082,1
Assam,Dima Hasao,25.313791,93.10552,7.07,8.835655738,0.458326947,1
Assam,Dima Hasao,25.313929,93.10485,6.91,8.835655738,0.458326947,1
Assam,Dima Hasao,25.314558,93.094195,6.76,8.835655738,0.458326947,1
Assam,Dima Hasao,25.24612,93.028292,1.08,8.835655738,0.458326947,1
Assam,Dima Hasao,25.23575,93.033317,5.13,8.835655738,0.458326947,1
Assam,Dima Hasao,25.325408,93.037147,4.06,8.835655738,0.458326947,1
Assam,Dima Hasao,23.333165,93.057945,15.51,8.835655738,0.458326947,1
Assam,Dima Hasao,25.197888,93.02683,5.75,8.835655738,0.458326947,1
Arunachal Pradesh,Tirap,26.976731,95.423103,5.39,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,26.984318,95.510469,2.21,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,26.994618,95.486818,6.91,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,26.994942,95.474591,1.34,13.67754098,0.489700376,1
Arunachal Pradesh,West Kameng,27.018583,92.635667,7.02,19.00180328,0.416310861,1
Arunachal Pradesh,Tirap,27.019379,95.555899,2.37,13.67754098,0.489700376,1
Assam,West Khasi Hills,25.740148,91.224044,2.16,20.60245902,0.477767077,1
Assam,West Karbi Anglong,25.888959,92.61669,3.85,13.21229508,0.483777322,1
Assam,Kamrup (Metro),26.156633,91.938576,4.32,15.83032787,0.475043716,1
Assam,Kamrup (Metro),26.1445,91.7362,0.1,14.77991803,0.483023429,1
Arunachal Pradesh,Longding,26.736494,95.261822,1.6,13.75696721,0.489068272,1
Arunachal Pradesh,Longding,26.799929,95.309533,10.98,13.75696721,0.489068272,1
Arunachal Pradesh,Longding,26.849624,95.320878,1.03,13.75696721,0.489068272,1
Arunachal Pradesh,Longding,26.87859,95.35234,1.08,13.75696721,0.489068272,1
Arunachal Pradesh,Longding,26.881881,95.333027,11.23,13.75696721,0.489068272,1
Arunachal Pradesh,Tirap,26.885896,95.562013,11.77,13.67754098,0.489700376,1
Arunachal Pradesh,Changlang,27.047848,95.729657,20.67,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.057191,95.716883,12.85,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.0611,95.721024,5.59,14.19393443,0.485829952,1
Arunachal Pradesh,Tirap,27.061845,95.614212,3.34,13.67754098,0.489700376,1
Arunachal Pradesh,West Kameng,27.06658,92.59572,4.32,12.29754098,0.449670082,1
Arunachal Pradesh,Changlang,27.068358,95.725306,9.08,14.19393443,0.485829952,1
Arunachal Pradesh,Tirap,27.072206,95.634021,4.21,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,26.904294,95.549313,1.8,13.67754098,0.489700376,1
Arunachal Pradesh,Longding,26.904445,95.360399,0.77,13.75696721,0.489068272,1
Arunachal Pradesh,Tirap,26.919823,95.545421,3.09,13.67754098,0.489700376,1
Arunachal Pradesh,Longding,26.925697,95.371448,3.24,13.75696721,0.489068272,1
Arunachal Pradesh,Tirap,26.93529,95.37696,3.55,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,26.936043,95.370996,1.03,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,26.939232,95.520994,16.23,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,26.943433,95.385986,0.87,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,26.952173,95.519402,6.2,13.67754098,0.489700376,1
Arunachal Pradesh,West Kameng,27.086667,92.585278,8.83,14.9942623,0.453098702,1
Arunachal Pradesh,Papum Pare,27.088278,93.66925,0.26,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.089394,95.729849,8.58,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.091139,93.615667,3.75,8.013114754,0.467926571,1
Arunachal Pradesh,West Kameng,27.092028,92.597028,0.62,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.093755,95.731806,4.88,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.093889,92.591389,8.68,14.9942623,0.453098702,1
Arunachal Pradesh,Papum Pare,27.095278,93.615694,2.62,8.013114754,0.467926571,1
Arunachal Pradesh,Tirap,27.032124,95.562208,4.16,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,27.035069,95.56864,10.24,13.67754098,0.489700376,1
Arunachal Pradesh,West Kameng,27.035278,92.610556,12.61,14.9942623,0.453098702,1
Arunachal Pradesh,West Kameng,27.036111,92.603333,5.29,19.00180328,0.416310861,1
Arunachal Pradesh,Tirap,27.036339,95.564677,9.39,13.67754098,0.489700376,1
Arunachal Pradesh,Changlang,27.039914,95.73282,5.95,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.043883,95.72822,11.23,14.19393443,0.485829952,1
Arunachal Pradesh,Tirap,27.046252,95.592084,0.62,13.67754098,0.489700376,1
Arunachal Pradesh,Upper Siang,28.752815,94.893869,15.51,17.53991803,0.40713627,1
Arunachal Pradesh,Upper Siang,28.754928,94.8954,14.65,17.53991803,0.40713627,1
Arunachal Pradesh,Dibang Valley,28.760937,95.865649,4.88,15.50713115,0.399529611,1
Arunachal Pradesh,Upper Siang,28.762661,94.860138,2.11,17.53991803,0.40713627,1
Arunachal Pradesh,Dibang Valley,28.763514,95.868872,3.7,15.50713115,0.399529611,1
Arunachal Pradesh,Dibang Valley,28.763802,95.868513,3.7,15.50713115,0.399529611,1
Arunachal Pradesh,Dibang Valley,28.772473,95.867921,3.03,15.50713115,0.399529611,1
Arunachal Pradesh,Dibang Valley,28.77363,95.869239,3.44,15.50713115,0.399529611,1
Arunachal Pradesh,Dibang Valley,28.774623,95.89086,10.93,15.50713115,0.399529611,1
Arunachal Pradesh,Dibang Valley,28.775381,95.898382,15.66,15.50713115,0.399529611,1
Arunachal Pradesh,Dibang Valley,28.775779,95.890362,14.6,15.50713115,0.399529611,1
Arunachal Pradesh,Tirap,27.074431,95.638118,3.44,13.67754098,0.489700376,1
Arunachal Pradesh,Papum Pare,27.078472,93.605639,1.08,8.013114754,0.467926571,1
Arunachal Pradesh,Tirap,27.079176,95.638023,9.54,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,27.083054,95.639328,1.44,13.67754098,0.489700376,1
Arunachal Pradesh,West Kameng,27.086139,92.584361,13.34,19.00180328,0.416310861,1
Arunachal Pradesh,Tirap,27.099707,95.641075,0.98,13.67754098,0.489700376,1
Arunachal Pradesh,Papum Pare,27.101111,93.619222,7.17,8.013114754,0.467926571,1
Arunachal Pradesh,Tirap,27.102163,95.644694,0.77,13.67754098,0.489700376,1
Arunachal Pradesh,Tirap,27.102625,95.645631,2.37,13.67754098,0.489700376,1
Arunachal Pradesh,Papum Pare,27.102944,93.640417,4.93,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.103069,93.641778,2.06,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.103111,93.634019,1.75,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.103444,93.638722,4.01,15.31327869,0.492465437,1
Arunachal Pradesh,West Kameng,27.103639,92.76025,3.55,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.103944,93.637611,5.49,15.31327869,0.492465437,1
Arunachal Pradesh,West Kameng,27.105083,92.555222,19.44,19.00180328,0.416310861,1
Arunachal Pradesh,Upper Siang,28.723166,94.959687,16.18,17.53991803,0.40713627,1
Arunachal Pradesh,Upper Siang,28.729371,94.92012,2.88,17.53991803,0.40713627,1
Arunachal Pradesh,Upper Siang,28.740576,94.867317,1.24,17.53991803,0.40713627,1
Arunachal Pradesh,Upper Siang,28.740874,94.866397,4.78,17.53991803,0.40713627,1
Arunachal Pradesh,Upper Siang,28.744078,94.86976,4.16,17.53991803,0.40713627,1
Assam,Dima Hasao,25.060944,92.80675,0.98,8.835655738,0.458326947,1
Assam,Dima Hasao,25.061375,92.795906,5.34,8.835655738,0.458326947,1
Assam,Dima Hasao,25.061417,92.806833,0.98,8.835655738,0.458326947,1
Assam,Dima Hasao,25.061847,92.79345,9.24,8.835655738,0.458326947,1
Assam,Dima Hasao,25.063378,92.795536,7.83,8.835655738,0.458326947,1
Assam,Dima Hasao,25.063472,92.807796,4.57,8.835655738,0.458326947,1
Assam,Dima Hasao,25.072636,92.794514,18.11,8.835655738,0.458326947,1
Assam,Dima Hasao,25.073228,92.814734,3.85,8.835655738,0.458326947,1
Assam,Dima Hasao,25.078935,92.95379,3.03,8.835655738,0.458326947,1
Arunachal Pradesh,West Kameng,27.11375,92.537583,28.84,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.115246,95.670965,3.5,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.115545,95.733337,3.09,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.115694,92.763028,0.87,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.11587,95.733019,5.13,14.19393443,0.485829952,1
Arunachal Pradesh,Tirap,27.095969,95.634872,9.54,13.67754098,0.489700376,1
Arunachal Pradesh,West Kameng,27.099083,92.626306,1.44,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.105556,93.699722,2.98,12.30327869,0.399834016,1
Arunachal Pradesh,Tirap,27.105748,95.654176,6.46,13.67754098,0.489700376,1
Arunachal Pradesh,Papum Pare,27.106472,93.663889,1.7,12.30327869,0.399834016,1
Arunachal Pradesh,Papum Pare,27.106722,93.660111,7.17,15.31327869,0.492465437,1
Arunachal Pradesh,West Kameng,27.106939,92.573544,18.89,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.1105,92.537444,19.72,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.112222,93.694444,4.62,12.30327869,0.399834016,1
Arunachal Pradesh,Changlang,27.112268,95.736125,2.62,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.112694,92.543472,20.49,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.066648,93.536536,3.09,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.053976,93.494166,5.39,15.31327869,0.492465437,1
Arunachal Pradesh,East Siang,28.136244,95.245136,6.86,21.94893443,0.474554235,1
Assam,Dima Hasao,25.049917,92.799667,1.6,8.835655738,0.458326947,1
Assam,Dima Hasao,25.054917,92.800333,4.37,8.835655738,0.458326947,1
Assam,Dima Hasao,25.056611,92.801722,0.21,8.835655738,0.458326947,1
Assam,Dima Hasao,25.060088,92.807089,0.05,8.835655738,0.458326947,1
Arunachal Pradesh,Changlang,27.163388,95.746685,17.5,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.163556,93.752306,15.7,15.31327869,0.492465437,1
Arunachal Pradesh,West Kameng,27.116194,92.543111,20.85,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.116625,95.669825,7.98,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.122408,95.678718,7.78,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.122872,95.672546,16.13,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.123139,93.702139,2.57,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.124444,93.742222,0.82,12.30327869,0.399834016,1
Arunachal Pradesh,Changlang,27.125767,95.745585,2.78,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.128972,93.705333,2.47,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.12922,95.684101,12.95,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.131129,95.689613,11.57,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.132794,95.687302,21.03,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.132933,95.709803,15.27,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.134444,92.599611,13.05,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.1055,92.556278,19.76,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.182278,92.599889,12.07,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.183833,92.599333,16.56,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.143343,95.743034,5.64,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.1448,95.742566,5.44,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.148056,92.613889,27.03,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.150127,95.780208,8.53,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.152417,92.561778,5.03,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.153056,92.56175,2.98,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.153826,95.77545,3.6,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.15844,95.755292,10.33,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.158837,95.750303,8.68,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.16,93.739167,1.44,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.160065,95.754919,10.78,14.19393443,0.485829952,1
Arunachal Pradesh,East Kameng,27.161806,93.136194,6.15,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.161858,95.757717,9.03,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.163084,95.754775,12.85,14.19393443,0.485829952,1
Arunachal Pradesh,Pakke Kessang,27.208083,93.133472,1.08,13.99147541,0.41149498,1
Arunachal Pradesh,West Kameng,27.208222,92.55475,14.22,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.165806,93.751167,12.71,15.31327869,0.492465437,1
Arunachal Pradesh,West Kameng,27.166306,92.587139,16.84,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.167139,92.587917,17.69,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.172066,95.754546,3.44,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.175606,95.749935,1.24,14.19393443,0.485829952,1
Arunachal Pradesh,East Kameng,27.177667,93.148694,0.98,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.177667,93.148694,0.98,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.177667,93.148694,0.98,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.177667,93.148694,0.98,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.177667,93.148694,0.98,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.177667,93.148694,0.98,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.177667,93.148694,0.98,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.177667,93.148694,0.98,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.178695,95.735218,7.52,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.223667,93.580417,20.08,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.225361,93.570278,4.72,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.226901,95.905393,1.34,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.228056,93.568972,2.47,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.187767,95.732008,8.93,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.188551,95.703582,0.82,14.19393443,0.485829952,1
Arunachal Pradesh,East Kameng,27.188694,93.136056,12.71,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.190295,95.716317,4.32,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.190861,92.607806,14.6,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.191667,92.610111,6.05,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.194111,93.780944,9.99,15.31327869,0.492465437,1
Arunachal Pradesh,East Kameng,27.196944,93.139722,6.31,15.14401639,0.407394775,1
Arunachal Pradesh,West Kameng,27.204139,92.529278,14.36,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.20675,92.537389,23.33,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.206917,92.537667,25.25,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.207583,93.615667,15.03,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.240556,93.750417,19.08,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.241,93.731417,11.03,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.241056,93.749306,17.41,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.24125,93.746889,12.02,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.242917,93.757222,17.36,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.210556,93.628556,18.29,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.214778,93.635667,23.54,15.31327869,0.492465437,1
Arunachal Pradesh,East Kameng,27.215611,93.123139,3.34,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.215944,93.069222,10.09,15.14401639,0.407394775,1
Arunachal Pradesh,Papum Pare,27.216278,93.655639,10.14,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.216639,93.691472,14.84,15.31327869,0.492465437,1
Arunachal Pradesh,East Kameng,27.216778,93.074944,9.44,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.217333,93.064833,10.48,15.14401639,0.407394775,1
Arunachal Pradesh,Papum Pare,27.218611,93.695278,14.12,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.22075,93.581167,20.08,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.220833,93.698194,8.43,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.257581,95.936353,11.57,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.258556,93.778167,13.1,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.260222,93.7895,7.37,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.260222,93.7895,7.37,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.260444,93.7895,7.37,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.260722,93.780306,15.66,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.234139,93.707861,5.44,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.234917,93.536139,11.43,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.235306,93.524389,5.85,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.236139,93.715694,13.83,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.236306,93.807167,2.98,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.238222,93.806444,0.15,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.238917,93.806083,1.96,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.239333,93.745,10.78,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.240083,93.745917,11.33,15.31327869,0.492465437,1
Arunachal Pradesh,East Kameng,27.240444,93.064361,4.21,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.275542,95.965859,4.78,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.27625,93.795889,7.32,15.31327869,0.492465437,1
Arunachal Pradesh,West Kameng,27.277417,92.425278,4.47,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.278417,92.426917,7.02,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.27925,93.796444,8.23,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.282921,96.122193,5.54,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.287781,95.978389,3.55,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.287855,95.977914,4.62,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.246111,93.804667,0.1,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.24675,93.765333,4.32,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.248167,93.765889,3.44,15.31327869,0.492465437,1
Arunachal Pradesh,West Kameng,27.248722,92.737722,9.39,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.2495,93.507833,0.98,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.251806,93.504278,11.33,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.253778,93.507778,7.12,15.31327869,0.492465437,1
Arunachal Pradesh,East Kameng,27.256917,93.064472,0.26,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.293806,93.050139,2.06,15.14401639,0.407394775,1
Arunachal Pradesh,Papum Pare,27.294278,93.802056,10.63,15.31327869,0.492465437,1
Arunachal Pradesh,East Kameng,27.294944,93.072417,11.33,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.296223,96.013675,3.7,14.19393443,0.485829952,1
Arunachal Pradesh,East Kameng,27.296611,93.099056,15.42,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.297167,93.050889,12.85,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.297775,96.002314,3.34,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.298972,96.046398,1.49,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.266667,92.404389,2.47,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.267722,93.80125,1.08,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.268684,96.040751,3.65,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.268973,96.037707,2.67,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.269861,93.802361,1.9,15.31327869,0.492465437,1
Arunachal Pradesh,Papum Pare,27.270019,93.799333,5.54,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.273999,95.975506,0.26,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.2745,93.797833,8.73,15.31327869,0.492465437,1
Assam,Dima Hasao,25.047417,92.793389,7.07,8.835655738,0.458326947,1
Assam,Dima Hasao,25.04783,92.78931,11.72,8.835655738,0.458326947,1
Assam,Dima Hasao,25.049417,92.796722,6.81,8.835655738,0.458326947,1
Arunachal Pradesh,East Kameng,27.302389,93.055833,10.38,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.302861,93.050917,17.17,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.302949,96.154621,2.93,14.19393443,0.485829952,1
Arunachal Pradesh,East Kameng,27.304361,93.054611,8.48,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.305527,96.224831,7.62,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.307111,93.806306,24.83,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.288125,96.075898,2.73,14.19393443,0.485829952,1
Arunachal Pradesh,Papum Pare,27.291083,93.796806,23.93,15.31327869,0.492465437,1
Arunachal Pradesh,West Kameng,27.291528,92.391778,1.24,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.292167,92.391889,0.26,19.00180328,0.416310861,1
Arunachal Pradesh,West Kameng,27.292444,92.391861,0.26,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.29268,96.024049,1.8,14.19393443,0.485829952,1
Arunachal Pradesh,West Kameng,27.293806,92.391694,1.7,19.00180328,0.416310861,1
Arunachal Pradesh,Changlang,27.299135,96.010349,0.51,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.299744,95.987092,4.42,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.29976,96.012691,1.49,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.300188,96.010838,0.36,14.19393443,0.485829952,1
Arunachal Pradesh,East Kameng,27.300611,93.093417,10.14,15.14401639,0.407394775,1
Arunachal Pradesh,West Kameng,27.300667,92.391833,10.83,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.300833,93.802833,22.32,15.31327869,0.492465437,1
Arunachal Pradesh,Changlang,27.300945,95.992838,4.62,14.19393443,0.485829952,1
Arunachal Pradesh,East Kameng,27.301139,93.091889,11.92,15.14401639,0.407394775,1
Assam,Dima Hasao,25.088389,92.958944,18.29,8.835655738,0.458326947,1
Assam,Dima Hasao,25.034948,92.778753,9.89,8.835655738,0.458326947,1
Assam,Dima Hasao,25.0365,92.780417,8.63,8.835655738,0.458326947,1
Assam,Dima Hasao,25.039722,92.781889,10.63,8.835655738,0.458326947,1
Assam,Dima Hasao,25.041083,92.783111,13.24,8.835655738,0.458326947,1
Assam,Dima Hasao,25.046444,92.789667,12.51,8.835655738,0.458326947,1
Assam,Dima Hasao,25.046778,92.790111,12.56,8.835655738,0.458326947,1
Arunachal Pradesh,East Kameng,27.363833,93.025139,14.65,15.14401639,0.407394775,1
Arunachal Pradesh,Changlang,27.309012,96.158495,6.91,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.313343,96.171327,9.64,14.19393443,0.485829952,1
Arunachal Pradesh,Changlang,27.315904,96.18349,6.46,14.19393443,0.485829952,1
Arunachal Pradesh,East Kameng,27.320083,93.050917,5.95,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.32025,93.053222,6.41,15.14401639,0.407394775,1
Arunachal Pradesh,West Kameng,27.325278,92.373722,2.26,19.00180328,0.416310861,1
Arunachal Pradesh,Papum Pare,27.325806,93.822389,4.11,15.31327869,0.492465437,1
Arunachal Pradesh,East Kameng,27.325861,93.055472,3.5,15.14401639,0.407394775,1
Arunachal Pradesh,East Kameng,27.327333,93.043611,12.56,15.14401639,0.407394775,1
Arunachal Pradesh,Papum Pare,27.327583,93.813389,10.58,15.31327869,0.492465437,1
